dataset,dataset_label,rank,rmse_tucker_refit,rmse_polycal_refit,sam_tucker_refit,sam_polycal_refit,link_score,residual_explained,ntdpl_gain_pct,delta_sam
jasper_ridge_hsi,Jasper Ridge,"(11, 11, 43)",0.046225763857364655,0.04556455463171005,9.139947514090306,8.875889706894508,0.12513933489881368,0.028403354349045062,6.925542187355696,0.980581638409447
samson_hsi,Samson,"(10, 10, 35)",0.02625727839767933,0.026070423424243927,5.700860051778649,5.529058049183844,0.06203248067287649,0.014182027222771842,7.948857919765792,0.0573042571793962
urban_hsi,Urban,"(43, 43, 47)",0.044430047273635864,0.04412497580051422,8.214971703843753,7.892443066124722,0.05984590231027663,0.013685556610918304,3.593878805042048,0.2882934631439005
cuprite_hsi,Cuprite,"(35, 26, 54)",0.017594339326024055,0.017591567710042,1.3023079242586162,1.301757917465139,0.0013683859600009713,0.0003151433921237956,-0.5963554406871839,-0.0371686246196298
