pattern,missing_rate,method,RMSE_missing_mean,RMSE_missing_std,SAM_missing_mean,SAM_missing_std,NMSE_dB_missing_mean,NMSE_dB_missing_std,observed_rate_mean,fit_time_mean,n_runs,n_scenes
block,0.5,tucker,0.17428092521766825,0.050410951458283886,33.41829937787326,9.612974858941358,-1.799124839201646,1.1032051483499696,0.49395751953125,1.8199060200015083,15,15
block,0.5,ntdpl,0.16874264975388845,0.04952385938135923,28.62515815122287,6.317962443547669,-2.098033974960244,0.9901725363300592,0.49395751953125,3.928117726696655,15,15
