dataset,dataset_label,shape,rank,cr,tucker_params,tucker_rmse,ntdpl_rmse,link_refresh_rmse,d_link_db,rmse_gain_pct,tucker_sam,ntdpl_sam
cuprite_hsi,Cuprite,250x190x188,"(27, 20, 42)",217.13757720177017,41126,0.02027283050119877,0.02029162086546421,0.02026914246380329,0.0015802825340631875,-0.0926874235165671,1.4330062599462778,1.459435507674882
jasper_ridge_hsi,Jasper Ridge,100x100x198,"(7, 7, 30)",224.74460839954597,8810,0.0592426098883152,0.05381770431995392,0.05789532512426376,0.1998137126575367,9.15710090860003,16.013375592682557,12.149174476636789
samson_hsi,Samson,95x95x156,"(7, 7, 25)",218.1099922540666,6455,0.03613346442580223,0.03149484097957611,0.03520828112959862,0.22529559608136465,12.837472188007984,10.925202911072146,8.580852794783494
urban_hsi,Urban,307x307x162,"(34, 34, 37)",219.24037218919617,69642,0.049386728554964066,0.0478484146296978,0.049092769622802734,0.05185449709874032,3.114832608428856,8.9017938598235,8.67155860841271
