target,feature,spearman_r,spearman_p,pearson_r,pearson_p
RMSE_gain_pct,pred_tail_capture_spatial,0.8561024182076812,1.2796847462438088e-22,0.8523832291105975,3.0313201292939177e-22
RMSE_gain_pct,pred_rank999_lift_spatial,0.6108924672551241,5.875583537132646e-09,0.2533026602306651,0.0283278913508336
RMSE_gain_pct,nonlinear_entropy_spatial,0.4604836415362731,3.2246587281441965e-05,0.3291884182079142,0.0039289086505501
RMSE_gain_pct,nonlinear_tail_spatial,0.4598008534850639,3.324281481988574e-05,0.0801077519468675,0.4944802031104609
