p_max,rmse_mean,nonlinear_mean,nonlinear_median,monotone_mean,curvature_mean,rmse_gain_vs_p1_pct
1,0.032967606745660266,2.989732303265553e-08,2.8493451089480412e-08,1.0,0.0067273024477185524,0.0
2,0.03191472838322317,0.11625629683123413,0.075635758419046,0.9933993399339934,1.2077860162407934,3.1936754480235097
4,0.0307088029881318,0.20309829653900427,0.179082084187028,0.9755775577557755,3.789538877632792,6.851585481939201
6,0.030415172191957586,0.20860819420096002,0.1990905921021194,0.9623762376237622,4.482236867147599,7.742250061990543
