unit_id,dataset,config,lr_core,lr_factors,beta_update_interval,beta_update_stage,tucker_rmse,frozen_link_rmse,ntdpl_rmse,gain_vs_tucker_pct,frozen_gain_pct,beta
brdf_steel,BRDF,lr_scale_0_beta5_before,0.0,0.0,5,before_grad,0.0064389524050056934,0.005753897596150637,0.005753896199166775,10.639249411229542,10.639227715404289,"[4.3855026888195425e-05, 0.9784538149833679, 0.6187406778335571, -2.349437952041626, 2.043764352798462]"
brdf_steel,BRDF,lr_scale_1_beta1_before,7e-05,0.0002,1,before_grad,0.0064389524050056934,0.005753897596150637,0.004892374854534864,24.019086540669367,10.639227715404289,"[0.0002421691024210304, 1.4735236167907715, 1.0159962177276611, -9.831305503845215, 15.854361534118652]"
brdf_steel,BRDF,lr_scale_1_beta10_before,7e-05,0.0002,10,before_grad,0.0064389524050056934,0.005753897596150637,0.004930688533931971,23.42405683727661,10.639227715404289,"[0.00027769149164669216, 1.0921589136123657, 0.16193623840808868, -2.617053985595703, 3.1299009323120117]"
brdf_steel,BRDF,lr_scale_1_beta20_before,7e-05,0.0002,20,before_grad,0.0064389524050056934,0.005753897596150637,0.00498837698251009,22.528127733447985,10.639227715404289,"[0.00021917163394391537, 1.092089295387268, 0.1687520295381546, -2.496173858642578, 2.859706163406372]"
brdf_steel,BRDF,lr_scale_1_beta5_after,7e-05,0.0002,5,after_grad,0.0064389524050056934,0.005753897596150637,0.004918078426271677,23.619897819894998,10.639227715404289,"[0.0002713358262553811, 1.055656909942627, 0.3923850655555725, -3.150738477706909, 3.602548599243164]"
harvard_imgd0,Harvard HS,lr_scale_1_beta5_before,7e-05,0.0002,5,before_grad,0.019423039630055428,0.01906454563140869,0.018115047365427017,6.734230530037165,1.8457152200420708,"[0.0007592157926410437, 0.952728271484375, -0.3359699845314026, 1.4352855682373047, -1.049118161201477]"
harvard_imgd0,Harvard HS,lr_scale_0.3_beta5_before,2.1e-05,6e-05,5,before_grad,0.019423039630055428,0.01906454563140869,0.018481820821762085,4.845888317279084,1.8457152200420708,"[0.0001773511612555012, 1.0194116830825806, -0.5144463777542114, 1.5112262964248657, -1.0153429508209229]"
harvard_imgd0,Harvard HS,lr_scale_0.1_beta5_before,7e-06,2e-05,5,before_grad,0.019423039630055428,0.01906454563140869,0.01872740313410759,3.58150170723743,1.8457152200420708,"[0.0007148979930207133, 1.040291666984558, -0.5024489164352417, 1.3022277355194092, -0.8441511988639832]"
harvard_imgd0,Harvard HS,lr_scale_0.03_beta5_before,2.1e-06,6e-06,5,before_grad,0.019423039630055428,0.01906454563140869,0.01890847459435463,2.64925081501947,1.8457152200420708,"[0.0005450976314023137, 1.0473852157592773, -0.4886421263217926, 1.155573844909668, -0.7216348052024841]"
harvard_imgd0,Harvard HS,lr_scale_0_beta5_before,0.0,0.0,5,before_grad,0.019423039630055428,0.01906454563140869,0.01907196082174778,1.8075379291528832,1.8457152200420708,"[-0.0003852483641821891, 1.0496516227722168, -0.46126750111579895, 1.0149915218353271, -0.6120214462280273]"
