domain,dataset,num_units,num_ok,num_failed,median_d_link,mean_d_link,spearman_dlink_gain,mean_gain,median_gain,low_tercile_gain,mid_tercile_gain,high_tercile_gain,num_effective,num_moderate,num_boundary,processed_shape,rank
Action video,UCF101,240,240,0,0.06470741540860689,0.08794989371736721,0.8900085070921369,3.435487124262217,2.8860629540851983,1.442986511261897,2.973488787503471,5.889986074021284,80,80,80,24x72x96x3,"(12,18,18,3)"
