missing_rate,method_name,scene_id,RMSE_all,RMSE_missing,SAM_all,SAM_missing,NMSE_dB_all,NMSE_dB_missing,fit_time_sec
0.3,tucker,10,0.0194909060957562,0.0196073007612331,13.182802624514059,12.697716071633737,-17.212879392238424,-17.15742905312643,207.8993887999095
0.3,tucker,11,0.01856577247014244,0.01874960889365267,10.955890860883677,10.175659333955242,-16.18314239435906,-16.092578358559265,211.93268309999257
0.3,tucker,12,0.007915015842195458,0.007994749894142023,5.690692128441338,5.634372657263106,-25.653205226375313,-25.570951882425984,214.01107769994996
0.3,tucker,13,0.013487813931420388,0.013612903244063859,12.791750642795307,12.270603545925107,-21.197311799859428,-21.113636265037673,222.91955820005387
0.3,tucker,14,0.011430026960000362,0.011536811570119737,8.625647826409747,8.182537789379703,-21.935956258939346,-21.856513777020645,215.08981050015427
0.3,tucker,15,0.011152291613226008,0.011354014503161298,7.777326659174864,7.258998304153033,-18.09682223748277,-17.932646440751743,215.30019430001266
0.5,ntdpl,1,0.013542489148676395,0.013630368746817112,8.215422400808261,7.812795756243569,-23.910102516717515,-23.85678237900916,947.8906320999376
0.5,ntdpl,2,0.06400483101606369,0.06460932642221451,23.079621877767828,21.892581496480645,-10.446573480481119,-10.362940579727836,941.8910393000115
0.5,ntdpl,3,0.02643999271094799,0.02670392021536827,12.875717865848207,12.800101135772406,-14.202874392676673,-14.101914651069656,935.781264899997
0.5,ntdpl,4,0.02419246733188629,0.02440822124481201,13.630308181239826,12.894408333224767,-21.721300682999455,-21.645826630377442,949.1439984999597
0.5,ntdpl,5,0.00910882093012333,0.009144366718828678,26.42802757578,23.39321021548364,-25.003891028229994,-24.97073178743198,951.1815506001003
0.5,ntdpl,6,0.05203016847372055,0.05239015072584152,8.664415385911095,8.517304342999122,-12.837589162669978,-12.777568738756855,945.5825894998852
0.5,ntdpl,7,0.008347938768565655,0.008451524190604687,20.473059313461427,18.68353786413406,-21.59593138058542,-21.493154608043863,939.8002252001315
0.5,ntdpl,8,0.009997243992984295,0.010082615539431572,9.257794112990496,8.505027341049567,-23.63345033222103,-23.561131532490233,942.5992655998562
0.5,ntdpl,9,0.011793573386967182,0.011880707927048206,2.097870977030107,2.042087205749289,-29.20164409265553,-29.139406490394254,948.4344755001366
0.5,ntdpl,10,0.016635160893201828,0.016792763024568558,10.283778470390704,9.806170438051849,-18.58897953300572,-18.508239386239396,954.3127001000103
0.5,ntdpl,11,0.016189124435186386,0.016401829198002815,10.551878677657008,10.03185694439,-17.37293559874875,-17.25805067984941,902.2641946000513
0.5,ntdpl,12,0.008348183706402779,0.008409124799072742,5.768772700349542,5.700575784220076,-25.19040061703036,-25.137224859814346,796.5062424000353
0.5,ntdpl,13,0.012108760885894299,0.012207424268126488,10.698082622841211,10.11883333275335,-22.134149216922303,-22.05578313506548,654.4453653001692
0.5,ntdpl,14,0.011360196396708488,0.011456347070634365,8.29562962428219,7.939263095029718,-21.9891849821532,-21.925247333973847,630.7162504000589
0.5,ntdpl,15,0.010418901219964027,0.010611266829073429,8.973722906407094,8.530223445334586,-18.687665966140536,-18.534086774914737,463.33430139999837
0.5,tucker,1,0.014208568460988702,0.014305522869863746,8.867894535579492,8.526988991344773,-23.493066009953495,-23.436859769579172,207.55908249993809
0.5,tucker,2,0.07537112828653228,0.07581535469151221,27.38598376062066,26.678414231089334,-9.026727702233948,-8.973701140675377,208.7936845999211
0.5,tucker,3,0.0316125598312408,0.03175429138575754,11.006616724668898,10.761125071561967,-12.650907662901531,-12.59736671770865,208.56510880007409
0.5,tucker,4,0.027061140207747678,0.027279968252599048,14.845394590671873,14.401170409967548,-20.747981949348016,-20.67967175977097,216.17814360000193
0.5,tucker,5,0.010811457441300819,0.010861112969953877,28.221937523269904,25.043131972433358,-23.515449907769778,-23.476318076051754,218.03255809983239
0.5,tucker,6,0.054691954689511026,0.05499586682980989,8.858818774270542,8.777459824338234,-12.404224894358425,-12.35596092749507,224.19698889995925
0.5,tucker,7,0.008243413402302644,0.00836168685871735,17.064167949092404,16.672448039451496,-21.705374291899957,-21.58597760923246,236.97461959999055
0.5,tucker,8,0.01006836723587166,0.010160680460958983,9.25714906925807,8.91941954057522,-23.571874938952607,-23.494139922600983,218.4644466000609
0.5,tucker,9,0.011600465941082064,0.011692698588752564,2.065031203352474,2.009790567492472,-29.345043783670487,-29.27795775970241,218.53242759988643
0.5,tucker,10,0.019548516740031927,0.019683130533738866,13.152127652925984,12.83621163678114,-17.187243764196342,-17.12879901725119,214.8298999001272
0.5,tucker,11,0.018639394934442853,0.01883940206171302,10.803704082270055,10.434059396037215,-16.14876666221846,-16.054553586756843,218.41858149995096
0.5,tucker,12,0.007949059834985636,0.00802220790191488,5.681217310356123,5.69183205761844,-25.61592567424016,-25.546362493742745,222.16484189988114
0.5,tucker,13,0.013525487923965303,0.013627373128957405,12.734582766618578,12.446932334684059,-21.173084302207936,-21.100020701959707,233.4794916000683
0.5,tucker,14,0.011507628547929851,0.011607024297789422,8.571431309648897,8.356003665113708,-21.877184655198157,-21.811752470288177,221.69446690008044
0.5,tucker,15,0.01121475800507047,0.011433750114551893,7.741988044308306,7.477373321715262,-18.048306442547727,-17.885657712502738,167.61714400001802
0.7,ntdpl,1,0.013572067022323608,0.01365550234913826,7.558042600896518,7.4361594212075826,-23.891152705524767,-23.83974666297736,928.4570951000787
0.7,ntdpl,2,0.06450459361076355,0.06512625515460968,23.201243287212442,22.7107053799434,-10.37901523118752,-10.293804503803024,925.9940206001047
0.7,ntdpl,3,0.026810241863131523,0.02718612179160118,12.877437738134585,12.879067566973939,-14.082086133587026,-13.95395695659313,934.8746788999997
0.7,ntdpl,4,0.02443506196141243,0.024672485888004303,13.901374273521949,13.582449509231187,-21.634634968094804,-21.552542657273133,951.3313312998507
0.7,ntdpl,5,0.009193710051476955,0.00923700351268053,26.44539448069385,25.08943106435828,-24.92331822441851,-24.885883094070568,950.6649063997902
0.7,ntdpl,6,0.052264053374528885,0.0526084303855896,8.691231860261237,8.637518290430535,-12.79863176057636,-12.740731094597702,944.5708993999287
0.7,ntdpl,7,0.008457747288048267,0.00857566948980093,20.413437451522658,19.60535233799905,-21.482422180557208,-21.360816676703593,939.4208834001329
0.7,ntdpl,8,0.010041584260761738,0.010117743164300919,9.247366638358136,8.887438266848491,-23.595010954316994,-23.534093529233587,941.8906923001632
0.7,ntdpl,9,0.012196672149002552,0.012285852804780006,1.9621965399455412,1.940386890233601,-28.909725574789963,-28.847565566504656,934.0906639997847
0.7,ntdpl,10,0.01679517701268196,0.016963031142950058,10.328895041819102,10.112156048214974,-18.505828497238234,-18.419965731579136,947.4066099000629
0.7,ntdpl,11,0.016327640041708946,0.016511958092451096,10.604627162148896,10.382881663177505,-17.298934570861018,-17.20118051221083,921.0647282002028
0.7,ntdpl,12,0.00838057603687048,0.008439459837973118,5.756413215889225,5.738961342915052,-25.156763657347962,-25.10275525448378,816.6673534999136
0.7,ntdpl,13,0.012239526957273483,0.012337559834122658,10.754569985720536,10.490724120439356,-22.040850638884905,-21.96944390202431,702.2358398998622
0.7,ntdpl,14,0.011448250152170658,0.011561461724340916,8.326406667113169,8.173417996876308,-21.922119071448897,-21.841153927595144,606.390427300008
0.7,ntdpl,15,0.01053096354007721,0.01071642991155386,8.958212657430986,8.777339573043161,-18.59474251086286,-18.44555988115993,474.1725794998929
0.7,tucker,1,0.014244982779040924,0.014335292565776944,7.907782105588782,7.836293538196189,-23.4708339224466,-23.417769086592003,218.15030200011097
0.7,tucker,2,0.07573171895168755,0.07617198252596001,27.42445997398989,27.132884793422356,-8.98527174392661,-8.933021731275025,217.51560290018097
0.7,tucker,3,0.031911118757481156,0.03218387376727606,11.102520572903899,11.02290137343467,-12.56926034535599,-12.488135594267787,224.0345600999426
0.7,tucker,4,0.027337236528350982,0.027575457036949004,14.906483202313892,14.714952925511975,-20.65981156976475,-20.58634629455058,232.32713060011156
0.7,tucker,5,0.010931000702830007,0.010997638860888568,28.27471966780069,26.85074589283628,-23.419936324825365,-23.370516441580747,237.39610800007358
0.7,tucker,6,0.054941440649091434,0.055228919719815715,8.886219046967607,8.856771664630857,-12.36469293887864,-12.31850704305074,237.3847831999883
0.7,tucker,7,0.008384494074543898,0.008517982547390175,17.2533433306432,17.0647500196758,-21.557978649113757,-21.41944279680533,257.63916260004044
0.7,tucker,8,0.010141809868370677,0.010224041304691785,9.222972242372617,9.063512285165205,-23.50874660461392,-23.443314513364236,231.58716159989126
0.7,tucker,9,0.012107909647063304,0.012206709717206518,1.9814826577599365,1.9610888334501493,-28.973169021078903,-28.903699160197004,228.5333885999862
0.7,tucker,10,0.01972079614661281,0.0198576947903353,13.12018155248565,12.954298657914809,-17.111031098227784,-17.051458701813623,232.88316239998676
0.7,tucker,11,0.018782374811195955,0.01893675237810019,10.854339774984608,10.68502601542105,-16.08239281182782,-16.011041923684704,238.43801480019465
0.7,tucker,12,0.00801730580967747,0.008092711443843513,5.711122569861247,5.724497039093,-25.541672005285342,-25.467167502609396,239.2362160999328
0.7,tucker,13,0.013667676603813904,0.013775606736641808,12.882289874860827,12.749017802532578,-21.08224923698636,-21.01181433144072,250.70456139999442
0.7,tucker,14,0.01161529683998168,0.011731613108918232,8.668860461355091,8.58128528978749,-21.79629509252376,-21.714253966196594,242.93366169999354
0.7,tucker,15,0.01138964194623692,0.011596865169609612,7.751202973676687,7.614856567132819,-17.913903147191537,-17.759750481049675,195.618103899993
