scene_id,scene_name,bin_id,bin_label,group_type,pixel_count,Tucker_RMSE,PolyCal_RMSE,NTDPL_RMSE,Tucker_SAM,PolyCal_SAM,NTDPL_SAM,gain_polycal_rmse,gain_ntdpl_rmse,extra_gain_rmse,gain_polycal_sam,gain_ntdpl_sam,extra_gain_sam
9,flowers,2,Q3,difficulty,65536,0.014419986866414547,0.013865258544683456,0.012834657914936543,22.64187240600586,20.526901245117188,17.415321350097656,0.0005547282635234296,0.0015853283694013953,0.0010306001640856266,2.1149702072143555,5.2265496253967285,3.111579418182373
9,flowers,3,Q4,difficulty,65536,0.03222029283642769,0.031652532517910004,0.027013510465621948,12.927480697631836,12.250503540039062,9.77987289428711,0.000567759620025754,0.005206781439483166,0.004639022052288055,0.676978349685669,3.1476082801818848,2.470630168914795
10,glass_tiles,0,Q1,difficulty,65536,0.006495982874184847,0.0067288195714354515,0.00587044283747673,14.051946640014648,14.464494705200195,11.621644973754883,-0.00023283685732167214,0.0006255403277464211,0.0008583771414123476,-0.4125490188598633,2.4303019046783447,2.842850923538208
10,glass_tiles,1,Q2,difficulty,65536,0.009506743401288986,0.00954965129494667,0.008783522993326187,12.639599800109863,12.584146499633789,10.500588417053223,-4.290766446501948e-05,0.0007232204079627991,0.0007661279523745179,0.05545244365930557,2.1390111446380615,2.0835585594177246
10,glass_tiles,2,Q3,difficulty,65536,0.014804620295763016,0.014671225100755692,0.012154540978372097,6.674745559692383,6.44126033782959,5.340101718902588,0.0001333950785920024,0.002650079084560275,0.0025166841223835945,0.23348522186279297,1.3346441984176636,1.1011589765548706
10,glass_tiles,3,Q4,difficulty,65536,0.03259531408548355,0.032274968922138214,0.02693563513457775,8.230344772338867,7.995633125305176,6.476707458496094,0.0003203446394763887,0.005659680813550949,0.0053393361158668995,0.2347111701965332,1.7536375522613525,1.5189263820648193
11,pompoms,0,Q1,difficulty,65536,0.01596526987850666,0.01621108502149582,0.016119997948408127,10.617229461669922,10.241849899291992,9.774399757385254,-0.0002458151138853282,-0.00015472732775378972,9.108774247579277e-05,0.3753792345523834,0.8428287506103516,0.46744945645332336
11,pompoms,1,Q2,difficulty,65536,0.023185867816209793,0.022522004321217537,0.020821575075387955,10.671191215515137,9.77960205078125,9.028633117675781,0.000663863611407578,0.0023642939049750566,0.0017004305263981223,0.8915894031524658,1.6425580978393555,0.7509687542915344
11,pompoms,2,Q3,difficulty,65536,0.029880227521061897,0.028693784028291702,0.025928877294063568,10.409815788269043,9.373565673828125,8.524014472961426,0.001186444191262126,0.0039513492956757545,0.0027649053372442722,1.0362507104873657,1.8858022689819336,0.8495513796806335
11,pompoms,3,Q4,difficulty,65536,0.04466317594051361,0.04309745877981186,0.037484098225831985,10.756647109985352,10.018560409545898,8.950888633728027,0.0015657166950404644,0.007179076783359051,0.005613359622657299,0.7380857467651367,1.8057578802108765,1.0676722526550293
12,sponges,0,Q1,difficulty,65536,0.008972704410552979,0.009783098474144936,0.008965549059212208,7.911341190338135,7.614778518676758,7.44775390625,-0.0008103931322693825,7.155031198635697e-06,0.0008175481343641877,0.2965623140335083,0.4635872542858124,0.16702497005462646
12,sponges,1,Q2,difficulty,65536,0.014451548457145691,0.014664877206087112,0.012162958271801472,9.89553451538086,9.688756942749023,8.960535049438477,-0.00021332934556994587,0.0022885892540216446,0.0025019184686243534,0.2067774385213852,0.9349990487098694,0.728221595287323
12,sponges,2,Q3,difficulty,65536,0.018798023462295532,0.01831107959151268,0.012830087915062904,9.897008895874023,9.553047180175781,7.879312515258789,0.00048694293946027756,0.0059679350815713406,0.005480991676449776,0.34396183490753174,2.0176968574523926,1.6737349033355713
12,sponges,3,Q4,difficulty,65536,0.025931326672434807,0.024318816140294075,0.01512529980391264,5.526947021484375,5.157719612121582,3.4976491928100586,0.0016125098336488008,0.010806025937199593,0.009193516336381435,0.3692271113395691,2.029297351837158,1.6600703001022339
13,stuffed_toys,0,Q1,difficulty,65536,0.005743847228586674,0.006030521355569363,0.006047791801393032,32.15442657470703,31.08386993408203,32.86975860595703,-0.00028667441802099347,-0.0003039447474293411,-1.7270340322284028e-05,1.0705543756484985,-0.7153325080871582,-1.7858868837356567
13,stuffed_toys,1,Q2,difficulty,65536,0.010214969515800476,0.009914526715874672,0.009279166348278522,30.04119110107422,27.12845230102539,25.794279098510742,0.00030044279992580414,0.0009358027600683272,0.000635359960142523,2.912736415863037,4.246911525726318,1.3341752290725708
13,stuffed_toys,2,Q3,difficulty,65536,0.017370015382766724,0.016886327415704727,0.015522236004471779,19.302324295043945,17.785430908203125,15.375228881835938,0.00048368569696322083,0.0018477780977264047,0.001364092342555523,1.516891598701477,3.927093982696533,2.4102020263671875
13,stuffed_toys,3,Q4,difficulty,65536,0.033149354159832,0.03257812559604645,0.028927031904459,8.808038711547852,8.42628288269043,7.006442546844482,0.0005712262354791164,0.004222320392727852,0.003651094390079379,0.3817560076713562,1.801595687866211,1.419839859008789
14,superballs,0,Q1,difficulty,65536,0.003388570621609688,0.0034624687395989895,0.003940848167985678,8.53747844696045,8.830792427062988,9.662467956542969,-7.389811798930168e-05,-0.0005522777792066336,-0.00047837960300967097,-0.29331469535827637,-1.1249898672103882,-0.831675112247467
14,superballs,1,Q2,difficulty,65536,0.005513784475624561,0.005501333624124527,0.00567263551056385,12.099456787109375,12.081247329711914,11.960689544677734,1.2450644135242328e-05,-0.00015885152970440686,-0.000171302177477628,0.018209271132946014,0.1387668251991272,0.12055756896734238
14,superballs,2,Q3,difficulty,65536,0.00871318206191063,0.008648146875202656,0.008023177273571491,13.127091407775879,12.845670700073242,11.369571685791016,6.50353540549986e-05,0.0006900046137161553,0.0006249691941775382,0.2814215421676636,1.757520318031311,1.4760987758636475
14,superballs,3,Q4,difficulty,65536,0.021198976784944534,0.0210783239454031,0.01811007596552372,13.167003631591797,12.835858345031738,10.378432273864746,0.00012065336341038346,0.0030889022164046764,0.002968248911201954,0.3311457633972168,2.788571834564209,2.457426071166992
15,thread_spools,0,Q1,difficulty,65536,0.006133977323770523,0.0062276385724544525,0.005049633327871561,25.09653091430664,25.054948806762695,18.045217514038086,-9.366174344904721e-05,0.0010843435302376747,0.0011780052445828915,0.0415831096470356,7.051314353942871,7.009731292724609
15,thread_spools,1,Q2,difficulty,65536,0.00816332921385765,0.008134196512401104,0.005900287069380283,22.526859283447266,22.36867904663086,14.224403381347656,2.9133147108950652e-05,0.0022630421444773674,0.0022339089773595333,0.15817946195602417,8.302456855773926,8.144277572631836
15,thread_spools,2,Q3,difficulty,65536,0.011530281975865364,0.011279882863163948,0.009888805449008942,14.436084747314453,13.868352890014648,9.98864459991455,0.0002503981231711805,0.0016414753627032042,0.0013910771813243628,0.5677320957183838,4.447440147399902,3.8797080516815186
15,thread_spools,3,Q4,difficulty,65536,0.023745853453874588,0.02347816713154316,0.021202649921178818,8.074845314025879,7.852883815765381,6.56260871887207,0.0002676870208233595,0.0025432032998651266,0.002275516279041767,0.22196128964424133,1.5122368335723877,1.2902754545211792
