missing_rate,method_name,RMSE_missing_mean,RMSE_missing_std,SAM_missing_mean,SAM_missing_std,RMSE_all_mean,RMSE_all_std,SAM_all_mean,SAM_all_std,NMSE_dB_all_mean,NMSE_dB_all_std,Time_mean,Time_std,n_scenes
0.3,ntdpl,0.022967607755627898,0.0157579458623602,12.46634273392022,5.055578710779017,0.022772650855282944,0.01563192051980628,14.546700914538837,6.424871662726508,-19.940648276584657,4.655158325006965,1263.1477027244446,520.6539086586037,15
0.3,tucker,0.026305857257278065,0.017879909905319978,14.749334883808839,6.3306068994376155,0.02612889372468685,0.017789103123554927,16.43434165725318,7.422381994260168,-18.772194744420656,4.576362297423684,462.1038590155561,62.445211789756954,15
0.3,tucker_polycal_p2,0.02622406619290511,0.017739679779753433,14.264609082316792,5.8392168948908125,0.02604687778900067,0.01764959454932584,16.0826884956433,7.036679861895333,-18.790202783539417,4.563563416840889,462.5521290222274,62.43596648776474,15
0.3,tucker_polycal_p3,0.02595875459826655,0.017389736585496383,13.677739801492917,5.381319278107358,0.02578337753398551,0.017299600370734542,15.667384139425097,6.67356762097952,-18.857095299318757,4.547922246460237,462.57071514000165,62.43173200679936,15
0.3,tucker_polycal_p4,0.025813288552065692,0.01728611027360575,13.325067763955245,5.087101290892744,0.025637816472185982,0.017195500307257718,15.410599782214723,6.463544379536472,-18.90007436550501,4.5337109834712,462.66653031777764,62.42631984746527,15
0.5,ntdpl,0.02299384164313475,0.015819838117777322,13.484134060279324,5.745864552475742,0.022791159297857022,0.015683799677333486,14.482843471997684,6.452532887161492,-19.941153507413368,4.678718811819803,1349.9780637266654,531.3183318172482,15
0.5,tucker,0.026368860347443315,0.01791234577981082,15.556886533736428,6.850182923553795,0.026184232847395402,0.017819607661821328,16.36742046185861,7.446611831704943,-18.753425138486055,4.581435385643806,521.6435073711114,67.02611966611198,15
0.5,tucker_polycal_p2,0.026286456361413003,0.017770420610753193,15.140811036290508,6.413764161919313,0.026101315456132094,0.017677966188103463,16.01215725672983,7.058794211257378,-18.771570311957483,4.568743391420036,521.962475640002,67.0080711741769,15
0.5,tucker_polycal_p3,0.02601686995476484,0.017412491461943614,14.644254304630568,6.005227671151223,0.025833627871341178,0.01732021331644588,15.592569236984941,6.695206028922259,-18.839397046844784,4.553264973163559,521.9924738444439,67.00504875988126,15
0.5,tucker_polycal_p4,0.0258718705839581,0.017309977351829764,14.341986647874043,5.761708298674205,0.025687513086530896,0.017216273389050223,15.3336176137787,6.487607240730947,-18.882605470273113,4.539498840815488,522.0685521644436,66.99381091701572,15
