scene_id,scene_name,difficulty_bin,boundary_bin,difficulty_label,boundary_label,pixel_count,gain_ntdpl_rmse,extra_gain_rmse,gain_ntdpl_sam,extra_gain_sam
11,pompoms,1,2,Q2,Q3,15650,0.0022126827389001846,0.0017284514615312219,1.057799220085144,0.5676587820053101
11,pompoms,1,3,Q2,Q4,14107,0.001168580143712461,0.0007467065006494522,0.5491287112236023,0.2506961524486542
11,pompoms,2,0,Q3,Q1,14319,0.004971452988684177,0.0029297859873622656,3.9537570476531982,1.1400887966156006
11,pompoms,2,1,Q3,Q2,18151,0.004361981526017189,0.003329330589622259,1.7782905101776123,1.052226185798645
11,pompoms,2,2,Q3,Q3,17861,0.003755969926714897,0.002801479073241353,1.3182320594787598,0.7823700308799744
11,pompoms,2,3,Q3,Q4,15205,0.002730002859607339,0.001892885542474687,0.7334026098251343,0.4129168391227722
11,pompoms,3,0,Q4,Q1,8846,0.008571417070925236,0.005941262934356928,4.046203136444092,1.681138277053833
11,pompoms,3,1,Q4,Q2,15332,0.008182832039892673,0.006573839578777552,2.1430041790008545,1.4212777614593506
11,pompoms,3,2,Q4,Q3,18465,0.007112425286322832,0.005770706105977297,1.5664589405059814,1.062294840812683
11,pompoms,3,3,Q4,Q4,22893,0.006022587418556213,0.004716486670076847,0.9071869254112244,0.5981439352035522
12,sponges,0,0,Q1,Q1,25453,0.0007779544685035944,0.0017273460980504751,2.0288548469543457,1.5007967948913574
12,sponges,0,1,Q1,Q2,8341,0.00039255092269741,0.001351899467408657,0.5510755777359009,0.4048115611076355
12,sponges,0,2,Q1,Q3,15084,-1.492803107794316e-06,0.00037286654696799815,0.12607601284980774,0.09509093314409256
12,sponges,0,3,Q1,Q4,16658,-0.0013557516504079103,-0.000437496550148353,-1.6662893295288086,-1.9248722791671753
12,sponges,1,0,Q2,Q1,16577,0.001774617820046842,0.0024509618524461985,1.7392692565917969,1.2928017377853394
12,sponges,1,1,Q2,Q2,14147,0.0036343857645988464,0.003408764023333788,1.25382399559021,1.0687363147735596
12,sponges,1,2,Q2,Q3,15371,0.0032740456517785788,0.003363736206665635,0.6399030685424805,0.5586495995521545
12,sponges,1,3,Q2,Q4,19441,0.000968372100032866,0.001204072032123804,0.2505236864089966,0.1330970972776413
12,sponges,2,0,Q3,Q1,18010,0.005680797155946493,0.0052377600222826,2.6224594116210938,2.1098594665527344
12,sponges,2,1,Q3,Q2,23202,0.007036000024527311,0.0064295995980501175,2.350062370300293,1.9961819648742676
12,sponges,2,2,Q3,Q3,13225,0.007057825569063425,0.006486770696938038,1.6624314785003662,1.442331075668335
12,sponges,2,3,Q3,Q4,11099,0.002902460051700473,0.0026942184194922447,0.7648870348930359,0.5677163600921631
12,sponges,3,0,Q4,Q1,5496,0.011057103052735329,0.00936577282845974,3.751582145690918,3.052039861679077
12,sponges,3,1,Q4,Q2,19846,0.012804006226360798,0.010958037339150906,2.6492457389831543,2.201411724090576
12,sponges,3,2,Q4,Q3,21856,0.012992595322430134,0.011146211996674538,1.9083489179611206,1.6122957468032837
12,sponges,3,3,Q4,Q4,18338,0.005962448660284281,0.004904960747808218,0.9863423109054565,0.7139715552330017
13,stuffed_toys,0,0,Q1,Q1,42063,-0.00035392720019444823,-3.84269114874769e-05,-1.5175243616104126,-2.5717625617980957
13,stuffed_toys,0,1,Q1,Q2,13241,-0.00010669812036212534,8.0354671808891e-05,0.5032195448875427,-0.36146166920661926
13,stuffed_toys,0,2,Q1,Q3,8100,-0.0002836232306435704,5.3223313443595544e-05,1.1174505949020386,-0.4305685758590698
13,stuffed_toys,0,3,Q1,Q4,2132,-0.0006200498901307583,-0.0004739975556731224,0.5802613496780396,-0.2767900228500366
13,stuffed_toys,1,0,Q2,Q1,18023,0.0021166037768125534,0.001399070955812931,9.937676429748535,2.074455976486206
13,stuffed_toys,1,1,Q2,Q2,31184,0.0006347484304569662,0.0004182354314252734,2.2923130989074707,1.213586688041687
13,stuffed_toys,1,2,Q2,Q3,10002,0.0005382090457715094,0.0005298974574543536,2.3686699867248535,1.1223052740097046
13,stuffed_toys,1,3,Q2,Q4,6327,-0.0003154640435241163,-0.00030327081913128495,0.6391531825065613,0.15470312535762787
13,stuffed_toys,2,0,Q3,Q1,4919,0.007404462434351444,0.005183862987905741,28.798986434936523,17.501819610595703
13,stuffed_toys,2,1,Q3,Q2,16779,0.00211406871676445,0.0013182793045416474,4.072922229766846,2.504696846008301
13,stuffed_toys,2,2,Q3,Q3,21073,0.001369910198263824,0.0011406370904296637,1.52519690990448,0.926824688911438
13,stuffed_toys,2,3,Q3,Q4,22765,0.0008931852644309402,0.0007793403929099441,0.668735921382904,0.4527243673801422
13,stuffed_toys,3,0,Q4,Q1,531,0.015368779189884663,0.010864771902561188,53.52434539794922,47.30542755126953
13,stuffed_toys,3,1,Q4,Q2,4332,0.004719570279121399,0.0031737403478473425,7.8192853927612305,5.7796735763549805
13,stuffed_toys,3,2,Q4,Q3,26361,0.0036316283512860537,0.0029202678706496954,1.3901876211166382,1.0083585977554321
13,stuffed_toys,3,3,Q4,Q4,34312,0.0044408561661839485,0.004161200486123562,0.5574748516082764,0.47541821002960205
14,superballs,0,0,Q1,Q1,12911,-0.0007701829890720546,-0.0007239635451696813,-1.3486456871032715,-1.2371351718902588
14,superballs,0,1,Q1,Q2,20199,-0.0004454743175301701,-0.00035808514803647995,-1.0654189586639404,-0.6938056945800781
14,superballs,0,2,Q1,Q3,20375,-0.00046247171121649444,-0.00038501183735206723,-0.9680245518684387,-0.6389577984809875
14,superballs,0,3,Q1,Q4,12051,-0.0006496760761365294,-0.0005747586255893111,-1.2506074905395508,-0.9541998505592346
14,superballs,1,0,Q2,Q1,15074,-0.000271399796474725,-0.000359695462975651,1.1408613920211792,0.46794557571411133
14,superballs,1,1,Q2,Q2,17787,-6.358313839882612e-05,-5.593928290181793e-05,-0.00963248685002327,0.16497422754764557
14,superballs,1,2,Q2,Q3,18299,-0.00010417506564408541,-9.895681432681158e-05,-0.16777534782886505,0.00822408962994814
14,superballs,1,3,Q2,Q4,14376,-0.0002283083158545196,-0.0002085841988446191,-0.3381793200969696,-0.15566501021385193
14,superballs,2,0,Q3,Q1,19084,0.0014485705178231,0.0013151424936950207,3.920377492904663,3.37449049949646
14,superballs,2,1,Q3,Q2,15135,0.0006824875599704683,0.0006304782000370324,1.1939983367919922,0.960741400718689
14,superballs,2,2,Q3,Q3,16346,0.0003579456533771008,0.0003042283351533115,0.8030082583427429,0.630743682384491
14,superballs,2,3,Q3,Q4,14971,9.319285891251639e-05,8.981372957350686e-05,0.612332820892334,0.5001585483551025
14,superballs,3,0,Q4,Q1,18467,0.004624012857675552,0.004249980673193932,5.438756465911865,4.9799299240112305
14,superballs,3,1,Q4,Q2,12415,0.0029154776129871607,0.0028288529720157385,2.5403025150299072,2.218846321105957
14,superballs,3,2,Q4,Q3,10516,0.002072672126814723,0.0020592582877725363,1.9361196756362915,1.5537335872650146
