scene_id,scene_name,mask_seed,missing_rate,method_name,degree,lambda_reg,polycal_fit_time_sec,fit_time_sec,RMSE_all,RMSE_missing,SAM_all,SAM_missing,NMSE_dB_all
2,beads,0,0.5,tucker_polycal_p3,3,1e-06,0.2256741999881342,515.4600275999983,0.07290610671043396,0.07334205508232117,22.715434974577555,21.66897049975939,-9.315549735982472
2,beads,0,0.5,tucker_polycal_p4,4,1e-06,0.28998020000290126,515.524333600013,0.07251778990030289,0.07295729964971542,21.898924939002942,20.741003675919963,-9.361937338135567
2,beads,1,0.5,tucker_polycal_p2,2,1e-06,0.34383810000144877,489.1665345999936,0.07465783506631851,0.07512642443180084,25.281396409900395,24.436403936709013,-9.109319784432676
2,beads,1,0.5,tucker_polycal_p3,3,1e-06,0.3570872000127565,489.1797837000049,0.07295731455087662,0.07342200726270676,22.702266417372563,21.66079772741685,-9.309450953209467
2,beads,1,0.5,tucker_polycal_p4,4,1e-06,0.38981399999465793,489.2125104999868,0.07257780432701111,0.07304764539003372,21.85705478012273,20.69912935749025,-9.354751935176695
2,beads,2,0.5,tucker_polycal_p2,2,1e-06,0.4307797999936156,451.5416872999922,0.07466419786214828,0.0750955268740654,25.252182902136553,24.391880532244222,-9.108579988687618
2,beads,2,0.5,tucker_polycal_p3,3,1e-06,0.433177800005069,451.54408530000364,0.0729605183005333,0.07339541614055634,22.675169073402973,21.621574143916988,-9.309070080753536
2,beads,2,0.5,tucker_polycal_p4,4,1e-06,0.5070322999963537,451.61793979999493,0.07258166372776031,0.0730205699801445,21.84582420986854,20.679226660925387,-9.354289821284697
3,cd,0,0.5,tucker_polycal_p2,2,1e-06,0.19686010002624243,516.5005297000171,0.031455155462026596,0.03160747513175011,11.090823204898584,10.75795610829918,-12.694264600436414
3,cd,0,0.5,tucker_polycal_p3,3,1e-06,0.22041559999343008,516.5240851999843,0.031301453709602356,0.03144735470414162,11.318355856857973,10.9200195890025,-12.73681057279006
3,cd,0,0.5,tucker_polycal_p4,4,1e-06,0.3044320000044536,516.6081015999953,0.030815554782748222,0.03096996620297432,11.258656889027822,10.921900481813552,-12.872701185196473
3,cd,1,0.5,tucker_polycal_p2,2,1e-06,0.30958500000997446,491.4273031000048,0.03147837147116661,0.031842559576034546,10.985271816396216,10.638570069063524,-12.687855202841629
3,cd,1,0.5,tucker_polycal_p3,3,1e-06,0.3548638000211213,491.47258190001594,0.031332165002822876,0.031695641577243805,11.21193763632401,10.80290182430262,-12.728293258002843
3,cd,1,0.5,tucker_polycal_p4,4,1e-06,0.49491670000134036,491.61263479999616,0.030863499268889427,0.031249186024069786,11.149781800934234,10.799401075115483,-12.859197898564556
3,cd,2,0.5,tucker_polycal_p2,2,1e-06,0.3637979000050109,434.63494090000313,0.031488750129938126,0.03186415135860443,10.974385982797441,10.638793803458867,-12.684992235527625
3,cd,2,0.5,tucker_polycal_p3,3,1e-06,0.3457174000213854,434.6168604000195,0.03133823350071907,0.03171469271183014,11.21248686189568,10.81117272388705,-12.726610651323478
3,cd,2,0.5,tucker_polycal_p4,4,1e-06,0.37777490000007674,434.6489178999982,0.030864913016557693,0.03126318007707596,11.136968392407828,10.798664775193549,-12.858799778794625
4,chart_and_stuffed_toy,0,0.5,tucker_polycal_p2,2,1e-06,0.21635930001502857,515.8760564000113,0.027058914303779602,0.027277614921331406,14.739967853606036,14.282426537484007,-20.748696766220775
