bin_id,bin_label,Tucker_RMSE_mean,Tucker_RMSE_std,PolyCal_RMSE_mean,PolyCal_RMSE_std,NTDPL_RMSE_mean,NTDPL_RMSE_std,Tucker_SAM_mean,Tucker_SAM_std,PolyCal_SAM_mean,PolyCal_SAM_std,NTDPL_SAM_mean,NTDPL_SAM_std,gain_polycal_rmse_mean,gain_polycal_rmse_std,gain_ntdpl_rmse_mean,gain_ntdpl_rmse_std,extra_gain_rmse_mean,extra_gain_rmse_std,gain_polycal_sam_mean,gain_polycal_sam_std,gain_ntdpl_sam_mean,gain_ntdpl_sam_std,extra_gain_sam_mean,extra_gain_sam_std
0,Q1,0.01266353353857994,0.009927140353717459,0.012011778447777033,0.00866595287671516,0.01092835443560034,0.008564357852086054,26.252688852945962,16.48499724679685,23.97766176859538,14.157376291910747,22.489349778493246,13.338504385768143,0.0006517548189549416,0.001647880548435894,0.0017351789831688317,0.0023284930122971005,0.0010834241169504822,0.0014247228356366263,2.27502742211024,3.3781012566255524,3.7633399864037833,5.084243218431483,1.4883125523726146,3.804360436959447
1,Q2,0.016535363144551715,0.013548625103479662,0.01588539183139801,0.01236526014092012,0.01420068641503652,0.01184038136105639,16.63212957382202,8.336134664487147,15.624993133544923,7.384404318257435,14.795294094085694,7.633414597463907,0.0006499715698737418,0.00131724497500676,0.0023346766247414052,0.0029429772782617585,0.001684705022489652,0.0021893856428546483,1.007135985046625,1.6014759129793812,1.8368352015813192,3.6871278667960365,0.8296992103258769,3.2435880821027534
2,Q3,0.020590955670922995,0.016050186159496205,0.020083763512472312,0.015225983143566369,0.018180855146298806,0.014473067659368196,12.089574972788492,4.628246373575934,11.589277935028075,4.367691916166161,10.993231137593588,4.773392356567318,0.0005071920413077653,0.000998668790908727,0.0024101006255174678,0.002674860474806676,0.0019029085660198083,0.0019682421168512915,0.5002968365947406,0.709145833417172,1.096344006061554,1.8826695132402416,0.5960471548140049,1.6113211925631061
3,Q4,0.030988122647007305,0.020236734048104506,0.03072580136358738,0.01988618261014718,0.027813269818822543,0.01767041630191866,9.763475290934245,4.075481578784603,9.562185223897298,3.975082268617522,9.265931288401285,4.078137076675705,0.0002623213308349174,0.000553844274230409,0.0031748527641563364,0.003213682331606913,0.002912531510810368,0.00278674081647617,0.201290078026553,0.29703864396378754,0.497543823843201,0.8438976878801403,0.2962537631392479,0.7037986920234597
