missing_rate,scene_id,RMSE_missing_tucker,RMSE_missing_ntdpl,SAM_missing_tucker,SAM_missing_ntdpl,RMSE_gain,SAM_gain
0.1,2,0.07535582867337565,0.06434062868356705,22.312281020819782,13.475679125100214,0.0110151999898086,8.836601895719568
0.1,3,0.03161367132652785,0.026625681668519974,7.291110707195701,8.53436740209205,0.004987989658007876,-1.243256694896349
0.1,10,0.019500026227845385,0.016678059473633766,11.998153436705833,6.400349803050967,0.002821966754211619,5.597803633654865
0.1,4,0.02712944196643439,0.02432025782763958,11.355545486391385,8.12287176037382,0.0028091841387948117,3.2326737260175644
0.1,6,0.054820630076949636,0.05216379463672638,7.383200732835154,5.887412914895887,0.002656835440223257,1.4957878179392665
0.1,11,0.018670644262207894,0.016160430386662483,7.919145850755125,6.266915463563004,0.002510213875545411,1.6522303871921213
0.1,5,0.010821006009605682,0.009123319759964943,13.91056362811826,11.857630760267723,0.001697686249640739,2.0529328678505365
0.1,13,0.013573412046609524,0.01216187048703432,10.797776563071093,6.588011805863791,0.0014115415595752027,4.209764757207302
0.1,15,0.011456493696029966,0.010625647380948067,5.8082769734579625,5.317989088222204,0.0008308463150818995,0.49028788523575884
0.1,1,0.014240314187595622,0.013501929119229317,6.414172834720942,5.2188744064350425,0.0007383850683663051,1.1952984282858994
0.1,14,0.011505754443944683,0.011356810107827187,6.909968593443889,5.156278864143495,0.0001489443361174965,1.753689729300394
0.1,8,0.01008231737117581,0.009968496859073639,6.658040481294351,4.924255898042066,0.00011382051210217028,1.7337845832522847
0.1,7,0.00829397348712034,0.008379531092941761,14.048575598773617,10.757808532108216,-8.55576058214208e-05,3.290767066665401
0.1,9,0.011580792823375943,0.011804240755736828,1.3696255213705728,1.3913370411533803,-0.00022344793236088456,-0.021711519782807498
0.1,12,0.00800715628532847,0.008405331522226334,4.566985001435082,4.13307063485749,-0.00039817523689786305,0.43391436657759197
0.3,2,0.07570585834577395,0.06456068903207779,25.664749986832387,20.349979189410245,0.011145169313696163,5.314770797422142
0.3,3,0.03161132538129029,0.026665158569812775,10.222840489323211,12.300330744870926,0.004946166811477512,-2.0774902555477155
0.3,10,0.0196073007612331,0.016745416447520256,12.697716071633737,9.258834926771721,0.0028618843137128425,3.438881144862016
0.3,4,0.02720818780261016,0.024465743452310562,14.185627641309136,12.514928740296778,0.0027424443502995985,1.6706989010123579
0.3,6,0.05488241503903631,0.05222898721694946,8.595249801086855,8.21498163329572,0.00265342782208685,0.3802681677911348
0.3,11,0.01874960889365267,0.016222678124904633,10.175659333955242,9.496180200412793,0.0025269307687480376,0.6794791335424488
0.3,5,0.010844008932662432,0.009128694422543049,21.93101016583943,20.28661924926705,0.0017153145101193833,1.6443909165723802
0.3,13,0.013612903244063859,0.012187070213258266,12.270603545925107,9.518207194035016,0.001425833030805592,2.7523963518900914
0.3,15,0.011354014503161298,0.010533833876252174,7.258998304153033,7.9728782879952025,0.0008201806269091238,-0.7138799838421699
0.3,1,0.01425550664728826,0.013653059490025043,8.26644006992506,7.516202164077274,0.0006024471572632171,0.7502379058477864
0.3,14,0.011536811570119737,0.011392650194466114,8.182537789379703,7.487268848638314,0.00014416137565362308,0.6952689407413892
0.3,8,0.010117888595880547,0.010029543191194534,8.628845193780206,7.763365759168565,8.834540468601222e-05,0.8654794346116415
0.3,7,0.008301213239193035,0.008377605117857456,16.19510746393487,16.821944573188453,-7.639187866442104e-05,-0.6268371092535823
0.3,9,0.011612240239087556,0.011810065247118473,1.9259899083118261,1.9443320732690705,-0.00019782500803091664,-0.01834216495724439
0.3,12,0.007994749894142023,0.008406182751059532,5.634372657263106,5.521988285520146,-0.00041143285691750894,0.11238437174296045
0.5,2,0.07581535469151221,0.06460932642221451,26.678414231089334,21.892581496480645,0.011206028269297702,4.7858327346086895
0.5,3,0.03175429138575754,0.02670392021536827,10.761125071561967,12.800101135772406,0.00505037117038927,-2.0389760642104395
0.5,10,0.019683130533738866,0.016792763024568558,12.83621163678114,9.806170438051849,0.002890367509170308,3.0300411987292915
0.5,4,0.027279968252599048,0.02440822124481201,14.401170409967548,12.894408333224767,0.002871747007787036,1.5067620767427812
0.5,6,0.05499586682980989,0.05239015072584152,8.777459824338234,8.517304342999122,0.0026057161039683696,0.2601554813391118
0.5,11,0.01883940206171302,0.016401829198002815,10.434059396037215,10.03185694439,0.0024375728637102065,0.4022024516472147
0.5,5,0.010861112969953877,0.009144366718828678,25.043131972433358,23.39321021548364,0.0017167462511251987,1.6499217569497162
0.5,13,0.013627373128957405,0.012207424268126488,12.446932334684059,10.11883333275335,0.0014199488608309177,2.328099001930708
0.5,15,0.011433750114551893,0.010611266829073429,7.477373321715262,8.530223445334586,0.0008224832854784644,-1.0528501236193248
0.5,1,0.014305522869863746,0.013630368746817112,8.526988991344773,7.812795756243569,0.0006751541230466344,0.7141932351012041
0.5,14,0.011607024297789422,0.011456347070634365,8.356003665113708,7.939263095029718,0.00015067722715505702,0.4167405700839897
0.5,8,0.010160680460958983,0.010082615539431572,8.91941954057522,8.505027341049567,7.806492152741089e-05,0.4143921995256523
0.5,7,0.00836168685871735,0.008451524190604687,16.672448039451496,18.68353786413406,-8.983733188733592e-05,-2.011089824682564
0.5,9,0.011692698588752564,0.011880707927048206,2.009790567492472,2.042087205749289,-0.00018800933829564263,-0.03229663825681728
0.5,12,0.00802220790191488,0.008409124799072742,5.69183205761844,5.700575784220076,-0.0003869168971578629,-0.008743726601636581
0.7,2,0.07617198252596001,0.06512625515460968,27.132884793422356,22.7107053799434,0.01104572737135033,4.422179413478958
0.7,3,0.03218387376727606,0.02718612179160118,11.02290137343467,12.879067566973939,0.004997751975674876,-1.8561661935392681
0.7,4,0.027575457036949004,0.024672485888004303,14.714952925511975,13.582449509231187,0.002902971148944701,1.1325034162807874
0.7,10,0.0198576947903353,0.016963031142950058,12.954298657914809,10.112156048214974,0.0028946636473852413,2.8421426096998346
0.7,6,0.055228919719815715,0.0526084303855896,8.856771664630857,8.637518290430535,0.0026204893342261157,0.21925337420032243
0.7,11,0.01893675237810019,0.016511958092451096,10.68502601542105,10.382881663177505,0.0024247942856490956,0.30214435224354474
0.7,5,0.010997638860888568,0.00923700351268053,26.85074589283628,25.08943106435828,0.001760635348208037,1.7613148284779996
0.7,13,0.013775606736641808,0.012337559834122658,12.749017802532578,10.490724120439356,0.0014380469025191498,2.258293682093221
0.7,15,0.011596865169609612,0.01071642991155386,7.614856567132819,8.777339573043161,0.0008804352580557527,-1.1624830059103415
0.7,1,0.014335292565776944,0.01365550234913826,7.836293538196189,7.4361594212075826,0.000679790216638684,0.4001341169886068
0.7,14,0.011731613108918232,0.011561461724340916,8.58128528978749,8.173417996876308,0.0001701513845773165,0.40786729291118107
0.7,8,0.010224041304691785,0.010117743164300919,9.063512285165205,8.887438266848491,0.0001062981403908668,0.17607401831671332
0.7,7,0.008517982547390175,0.00857566948980093,17.0647500196758,19.60535233799905,-5.768694241075484e-05,-2.540602318323252
0.7,9,0.012206709717206518,0.012285852804780006,1.9610888334501493,1.940386890233601,-7.914308757348866e-05,0.02070194321654828
0.7,12,0.008092711443843513,0.008439459837973118,5.724497039093,5.738961342915052,-0.00034674839412960484,-0.014464303822051328
