dataset,dataset_label,task_name,task_label,rank,metric_label,tucker_rmse,ntdpl_rmse,gain_pct,delta_nmse_db,delta_sam,all_metrics_positive
jasper_ridge_hsi,Jasper Ridge,decompose,Recon.,"(11,11,43)",RMSE,0.046226076781749725,0.04302467033267021,6.925542187355696,0.6233895966206617,0.980581638409447,3
samson_hsi,Samson,decompose,Recon.,"(10,10,35)",RMSE,0.02625748286497367,0.024170312858730066,7.948857919765792,0.7194163765362838,0.057304257179396245,3
urban_hsi,Urban,decompose,Recon.,"(43,43,47)",RMSE,0.044443825240543494,0.042846568025073674,3.5938788050420474,0.3179078039361123,0.2882934631439005,3
cuprite_hsi,Cuprite,decompose,Recon.,"(35,26,54)",RMSE,0.017594556687254116,0.017699482783323346,-0.5963554406871839,-0.05164493434439876,-0.037168624619629886,0
