domain,dataset,unit_id,unit_label,source_path,raw_shape,processed_shape,rank,seed,tucker_rmse,ntdpl_rmse,rmse_gain_pct,tucker_sam,ntdpl_sam,sam_gain_pct,d_link_db,diagnostic_label,tucker_params,ntdpl_params,runtime_tucker,runtime_ntdpl,status,notes
Action video,KTH-Action,kth_person13_running_d4_s1,person13_running_d4 seg1,C:\Users\mrkys\workspace\NTD-PL\data\KTH-Action\running\person13_running_d4_uncomp.avi,351x120x160x3,24x72x96x3,"(12,18,18,3)",0,0.025890754535794258,0.02507520653307438,3.14995842084237,4.564989540017517e-07,0.00285207493009384,-624671.4052994075,0.05488102557001069,effective,14985,14990,0.17098459997214377,3.3581094001419842,ok,action=running; segment=1-65; raw_frames=351; sampled_frames=24; link_refresh_rmse=0.025727682; p_max=4
Action video,KTH-Action,kth_person16_walking_d3_s3,person16_walking_d3 seg3,C:\Users\mrkys\workspace\NTD-PL\data\KTH-Action\walking\person16_walking_d3_uncomp.avi,695x120x160x3,24x72x96x3,"(12,18,18,3)",0,0.05294185131788254,0.05104795843362808,3.57730762546028,0.07579590096993362,0.09587079646315369,-26.48546324580704,0.042142069392110196,moderate,14985,14990,0.19760739989578724,3.3899248999077827,ok,action=walking; segment=370-485; raw_frames=695; sampled_frames=24; link_refresh_rmse=0.052685611; p_max=4
Action video,KTH-Action,kth_person22_handclapping_d3_s2,person22_handclapping_d3 seg2,C:\Users\mrkys\workspace\NTD-PL\data\KTH-Action\handclapping\person22_handclapping_d3_uncomp.avi,422x120x160x3,24x72x96x3,"(12,18,18,3)",0,0.0334215983748436,0.033029407262802124,1.173466055222168,1.6721532267905176e-06,0.0021494752642564545,-128445.35277141407,0.0051657021304253176,boundary,14985,14990,0.15431459993124008,2.941957499831915,ok,action=handclapping; segment=91-180; raw_frames=422; sampled_frames=24; link_refresh_rmse=0.033401728; p_max=4
