domain,dataset,unit_id,unit_label,source_path,raw_shape,processed_shape,rank,seed,tucker_rmse,ntdpl_rmse,rmse_gain_pct,tucker_sam,ntdpl_sam,sam_gain_pct,d_link_db,diagnostic_label,tucker_params,ntdpl_params,runtime_tucker,runtime_ntdpl,status,notes
Material reflectance,BRDF,brdf_maroon-plastic,maroon plastic,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\maroon-plastic.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0033902348950505,0.0032280667219311,4.783390477048609,,,,0.0637579895567069,effective,6406,6411,0.0710991001687944,1.7719212002120912,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0033654403; p_max=4
Material reflectance,BRDF,brdf_natural-209,natural 209,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\natural-209.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0024985291529446,0.0026346270460635,-5.44712047719987,,,,0.0282896667144679,moderate,6406,6411,0.0649645999073982,1.822122799931094,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0024904048; p_max=4
Material reflectance,BRDF,brdf_neoprene-rubber,neoprene rubber,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\neoprene-rubber.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0024686122778803,0.0026281648315489,-6.463248809797664,,,,0.0147708349742125,moderate,6406,6411,0.0783561000134795,1.773938100086525,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0024644178; p_max=4
Material reflectance,BRDF,brdf_nickel,nickel,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\nickel.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0041685332544147,0.0038292368408292,8.139467598733983,,,,0.1370144477036506,effective,6406,6411,0.0619080998003482,1.8132549000438305,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0041032932; p_max=4
Material reflectance,BRDF,brdf_nylon,nylon,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\nylon.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0040494073182344,0.0040889158844947,-0.9756629342380828,,,,0.003441662207675,boundary,6406,6411,0.0935449001844972,1.743256399873644,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0040478031; p_max=4
Material reflectance,BRDF,brdf_orange-paint,orange paint,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\orange-paint.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0041157323867082,0.0042257006280124,-2.671899700264797,,,,0.0019607816401225,boundary,6406,6411,0.0599740000907331,1.768948100041598,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0041148034; p_max=4
Material reflectance,BRDF,brdf_pearl-paint,pearl paint,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\pearl-paint.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0044621396809816,0.0045123663730919,-1.1256190012243317,,,,0.023595046885072,moderate,6406,6411,0.0760484999045729,1.802822600118816,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0044500348; p_max=4
Material reflectance,BRDF,brdf_pickled-oak-260,pickled oak 260,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\pickled-oak-260.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0060549494810402,0.0061260322108864,-1.17396074184961,,,,0.001263940551129,boundary,6406,6411,0.0590514000505209,1.887200299883261,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0060540684; p_max=4
Material reflectance,BRDF,brdf_pink-fabric,pink fabric,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\pink-fabric.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0200415719300508,0.01779624260962,11.203359338615805,,,,0.0867788501143278,effective,6406,6411,0.0702670000027865,1.7933242002036422,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.019842338; p_max=4
Material reflectance,BRDF,brdf_pink-fabric2,pink fabric2,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\pink-fabric2.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0155698498710989,0.0145630249753594,6.466503557034547,,,,0.0490035086429882,moderate,6406,6411,0.0687134999316185,1.903551100054756,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.015482256; p_max=4
Material reflectance,BRDF,brdf_pink-felt,pink felt,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\pink-felt.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0133748678490519,0.0126748224720358,5.2340358418247,,,,0.03060747131433,moderate,6406,6411,0.073421100154519,1.6737351000774652,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.01332782; p_max=4
Material reflectance,BRDF,brdf_pink-jasper,pink jasper,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\pink-jasper.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0029400440398603,0.0028090816922485,4.45443489404345,,,,0.0696333237239759,effective,6406,6411,0.0961919999681413,1.767435799818486,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0029165684; p_max=4
Material reflectance,BRDF,brdf_pink-plastic,pink plastic,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\pink-plastic.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0084891272708773,0.0085623897612094,-0.863015572678001,,,,0.0028439457511469,boundary,6406,6411,0.0573881000746041,1.7529511000029745,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.0084863482; p_max=4
Material reflectance,BRDF,brdf_polyethylene,polyethylene,C:\Users\mrkys\workspace\NTD-PL\data\BRDFDatabase\brdfs\polyethylene.binary,90x90x180x3,32x32x64x3,"(12,12,16,2)",0,0.0160484742373228,0.0148847782984375,7.251131301808655,,,,0.0454091287931673,moderate,6406,6411,0.0758954999037087,1.7630413000006229,ok,MERL binary; official RGB scales; clamped_invalid_or_negative=42870; link_refresh_rmse=0.015964793; p_max=4
