run_id,run_dir,task._target_,task._name,task._group,task.log_level,task.missing_rate,task.seed,data._target_,data._name,data._group,data.path,data.target_shape,data.crop_shape,data.normalize,method._target_,method._name,method._group,method.rank,method.n_iter_max,method.init_n_iter_max,method.init,method.solver_variant,method.stable_beta_update,method.beta_update_stage,method.random_state,method.p_max,method.allow_constant_term,method.use_continuation,method.factor_normalize,method.lr_core,method.lr_factors,method.lambda_core,method.lambda_factors,method.lambda_beta,method.beta_update_method,method.beta_update_interval,filter._target_,filter._name,filter._group,filter.seed,filter.normalize_method,filter.snr_db,filter.bias,exp,exp_mode,missing_rate,observed_rate,mask_seed,RMSE_all,SAM_all,NMSE_dB_all,ERGAS_all,RMSE_missing,SAM_missing,NMSE_dB_missing,ERGAS_missing,fit_time_sec,state_path,ovr.exp,ovr.filter,ovr.filter.normalize_method,ovr.method.n_iter_max,ovr.exp_mode,ovr.data,ovr.data.target_shape,ovr.data.crop_shape,ovr.method.rank,ovr.task,ovr.task.log_level,ovr.task.seed,ovr.task.missing_rate,ovr.method,ovr.method.p_max,ovr.method.init,ovr.method.use_continuation,ovr.method.factor_normalize,ovr.method.beta_update_method,CR,RMSE,NMSE,NMSE_dB,SAM,method.tol,dataset,method_name,task_name,rank,p_max
run/2026-03-30_01-31-34/0,multirun\real-hsi-robustness\run\2026-03-30_01-31-34\0,src.tasks.DecomposeTask,decompose,task,0,,,src.data.SamsonHSIData,samson_hsi,data,data/hsi-similar/samson_1.img,"[95, 95]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[10, 10, 35]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,,,,,,,,,,,,12.757373099972028,multirun\real-hsi-robustness\run\2026-03-30_01-31-34\0\state.mat,real-hsi-robustness,bias-filter,max,300,run,samson_hsi,"[95,95]",null,"[10,10,35]",decompose,0,,,ntdpl,4,tucker,True,True,ridge_lstsq,129.58122411412793,0.024170296890696212,0.009786708749364317,-20.093633360119973,5.645261503458094,,samson_hsi,ntdpl,decompose,"(10, 10, 35)",4.0
run/2026-03-30_01-31-49/0,multirun\real-hsi-robustness\run\2026-03-30_01-31-49\0,src.tasks.RandomMissingCompletionTask,random-missing-completion,task,1,0.5,0.0,src.data.SamsonHSIData,samson_hsi,data,data/hsi-similar/samson_1.img,"[95, 95]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[10, 10, 35]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,0.5,0.49983947723559913,0.0,0.02425449714064598,5.654609131421257,-20.063427834805797,19.84615148064335,0.02444259636104107,5.650988489546828,-20.005028120246898,19.93035769830203,28.170046999992337,multirun\real-hsi-robustness\run\2026-03-30_01-31-49\0\state.mat,real-hsi-robustness,bias-filter,max,300,run,samson_hsi,"[95,95]",null,"[10,10,35]",random-missing-completion,1,0,0.5,ntdpl,4,tucker,True,True,ridge_lstsq,,,,,,,samson_hsi,ntdpl,random-missing-completion,"(10, 10, 35)",4.0
run/2026-03-30_01-31-49/1,multirun\real-hsi-robustness\run\2026-03-30_01-31-49\1,src.tasks.RandomMissingCompletionTask,random-missing-completion,task,1,0.5,1.0,src.data.SamsonHSIData,samson_hsi,data,data/hsi-similar/samson_1.img,"[95, 95]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[10, 10, 35]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,0.5,0.5001186163790042,1.0,0.024240734055638313,5.644970392614258,-20.0683581201464,19.8846571763595,0.024416770786046982,5.6422845150757155,-19.996097922981622,19.92844871136431,23.87053679995006,multirun\real-hsi-robustness\run\2026-03-30_01-31-49\1\state.mat,real-hsi-robustness,bias-filter,max,300,run,samson_hsi,"[95,95]",null,"[10,10,35]",random-missing-completion,1,1,0.5,ntdpl,4,tucker,True,True,ridge_lstsq,,,,,,,samson_hsi,ntdpl,random-missing-completion,"(10, 10, 35)",4.0
run/2026-03-30_01-31-49/2,multirun\real-hsi-robustness\run\2026-03-30_01-31-49\2,src.tasks.RandomMissingCompletionTask,random-missing-completion,task,1,0.5,2.0,src.data.SamsonHSIData,samson_hsi,data,data/hsi-similar/samson_1.img,"[95, 95]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[10, 10, 35]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,0.5,0.49987215001065416,2.0,0.024278348311781883,5.656744359661917,-20.054890491810724,19.829588654356538,0.02445176988840103,5.6515686139915955,-19.982898111603596,19.880024785654786,27.795064600009937,multirun\real-hsi-robustness\run\2026-03-30_01-31-49\2\state.mat,real-hsi-robustness,bias-filter,max,300,run,samson_hsi,"[95,95]",null,"[10,10,35]",random-missing-completion,1,2,0.5,ntdpl,4,tucker,True,True,ridge_lstsq,,,,,,,samson_hsi,ntdpl,random-missing-completion,"(10, 10, 35)",4.0
run/2026-03-30_01-33-14/0,multirun\real-hsi-robustness\run\2026-03-30_01-33-14\0,src.tasks.DecomposeTask,decompose,task,0,,,src.data.UrbanHSIData,urban_hsi,data,data/hsi-similar/Urban_R162.mat,"[307, 307]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[43, 43, 47]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,,,,,,,,,,,,193.51001770002767,multirun\real-hsi-robustness\run\2026-03-30_01-33-14\0\state.mat,real-hsi-robustness,bias-filter,max,300,run,urban_hsi,"[307,307]",null,"[43,43,47]",decompose,0,,,ntdpl,4,tucker,True,True,ridge_lstsq,126.2639178326883,0.042846575205867335,0.04439495509588843,-13.526663789507044,7.943552378149266,,urban_hsi,ntdpl,decompose,"(43, 43, 47)",4.0
run/2026-03-30_01-36-40/0,multirun\real-hsi-robustness\run\2026-03-30_01-36-40\0,src.tasks.RandomMissingCompletionTask,random-missing-completion,task,1,0.5,0.0,src.data.UrbanHSIData,urban_hsi,data,data/hsi-similar/Urban_R162.mat,"[307, 307]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[43, 43, 47]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,0.5,0.49993941711272044,0.0,0.04293080419301987,7.982575367628744,-13.509606065331962,27.09230086119449,0.043267980217933655,7.989423084937805,-13.441442307615898,27.218206675334212,357.4828746999847,multirun\real-hsi-robustness\run\2026-03-30_01-36-40\0\state.mat,real-hsi-robustness,bias-filter,max,300,run,urban_hsi,"[307,307]",null,"[43,43,47]",random-missing-completion,1,0,0.5,ntdpl,4,tucker,True,True,ridge_lstsq,,,,,,,urban_hsi,ntdpl,random-missing-completion,"(43, 43, 47)",4.0
run/2026-03-30_01-36-40/1,multirun\real-hsi-robustness\run\2026-03-30_01-36-40\1,src.tasks.RandomMissingCompletionTask,random-missing-completion,task,1,0.5,1.0,src.data.UrbanHSIData,urban_hsi,data,data/hsi-similar/Urban_R162.mat,"[307, 307]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[43, 43, 47]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,0.5,0.5001440235341922,1.0,0.04291509836912155,7.960214703649755,-13.512783829045503,27.072743216298846,0.04325728490948677,7.965865981286882,-13.443685231496811,27.213705142666832,360.51134320005076,multirun\real-hsi-robustness\run\2026-03-30_01-36-40\1\state.mat,real-hsi-robustness,bias-filter,max,300,run,urban_hsi,"[307,307]",null,"[43,43,47]",random-missing-completion,1,1,0.5,ntdpl,4,tucker,True,True,ridge_lstsq,,,,,,,urban_hsi,ntdpl,random-missing-completion,"(43, 43, 47)",4.0
run/2026-03-30_01-36-40/2,multirun\real-hsi-robustness\run\2026-03-30_01-36-40\2,src.tasks.RandomMissingCompletionTask,random-missing-completion,task,1,0.5,2.0,src.data.UrbanHSIData,urban_hsi,data,data/hsi-similar/Urban_R162.mat,"[307, 307]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[43, 43, 47]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,0.5,0.49971110149644316,2.0,0.042928267270326614,7.967594727169467,-13.510118649708591,27.063554201938377,0.04325437173247337,7.972386927462024,-13.445179965699454,27.166316833265235,355.30627210001694,multirun\real-hsi-robustness\run\2026-03-30_01-36-40\2\state.mat,real-hsi-robustness,bias-filter,max,300,run,urban_hsi,"[307,307]",null,"[43,43,47]",random-missing-completion,1,2,0.5,ntdpl,4,tucker,True,True,ridge_lstsq,,,,,,,urban_hsi,ntdpl,random-missing-completion,"(43, 43, 47)",4.0
run/2026-03-30_01-55-11/0,multirun\real-hsi-robustness\run\2026-03-30_01-55-11\0,src.tasks.DecomposeTask,decompose,task,0,,,src.data.CupriteHSIData,cuprite_hsi,data,data/hsi-similar/Cuprite_S1_R188.img,"[250, 190]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[35, 26, 54]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,,,,,,,,,,,,104.719176899991,multirun\real-hsi-robustness\run\2026-03-30_01-55-11\0\state.mat,real-hsi-robustness,bias-filter,max,300,run,cuprite_hsi,"[250,190]",null,"[35,26,54]",decompose,0,,,ntdpl,4,tucker,True,True,ridge_lstsq,122.35055557839067,0.017699576424937132,0.0019053664862579117,-27.200214779140918,1.339559616993188,,cuprite_hsi,ntdpl,decompose,"(35, 26, 54)",4.0
run/2026-03-30_01-56-57/0,multirun\real-hsi-robustness\run\2026-03-30_01-56-57\0,src.tasks.RandomMissingCompletionTask,random-missing-completion,task,1,0.5,0.0,src.data.CupriteHSIData,cuprite_hsi,data,data/hsi-similar/Cuprite_S1_R188.img,"[250, 190]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[35, 26, 54]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,0.5,0.5000211646136619,0.0,0.017748741433024406,1.3448467219996385,-27.17612139222526,5.240477733047915,0.01780560612678528,1.3415084031185773,-27.1475943287749,5.2589789487102205,201.17600289999973,multirun\real-hsi-robustness\run\2026-03-30_01-56-57\0\state.mat,real-hsi-robustness,bias-filter,max,300,run,cuprite_hsi,"[250,190]",null,"[35,26,54]",random-missing-completion,1,0,0.5,ntdpl,4,tucker,True,True,ridge_lstsq,,,,,,,cuprite_hsi,ntdpl,random-missing-completion,"(35, 26, 54)",4.0
run/2026-03-30_01-56-57/1,multirun\real-hsi-robustness\run\2026-03-30_01-56-57\1,src.tasks.RandomMissingCompletionTask,random-missing-completion,task,1,0.5,1.0,src.data.CupriteHSIData,cuprite_hsi,data,data/hsi-similar/Cuprite_S1_R188.img,"[250, 190]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[35, 26, 54]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,0.5,0.5001513997760358,1.0,0.017749857157468796,1.3433329834383547,-27.175574930977845,5.237502402687742,0.017820270732045174,1.340813921495513,-27.142538779173545,5.257282935952755,199.5493083000183,multirun\real-hsi-robustness\run\2026-03-30_01-56-57\1\state.mat,real-hsi-robustness,bias-filter,max,300,run,cuprite_hsi,"[250,190]",null,"[35,26,54]",random-missing-completion,1,1,0.5,ntdpl,4,tucker,True,True,ridge_lstsq,,,,,,,cuprite_hsi,ntdpl,random-missing-completion,"(35, 26, 54)",4.0
run/2026-03-30_01-56-57/2,multirun\real-hsi-robustness\run\2026-03-30_01-56-57\2,src.tasks.RandomMissingCompletionTask,random-missing-completion,task,1,0.5,2.0,src.data.CupriteHSIData,cuprite_hsi,data,data/hsi-similar/Cuprite_S1_R188.img,"[250, 190]",null,max,src.methods.NTDPLDecomposition,ntdpl,method,"[35, 26, 54]",300,50.0,tucker,optimized,true,before_grad,0.0,4.0,true,true,true,0.0001,0.0003,1e-06,1e-06,1e-06,ridge_lstsq,5.0,src.filters.BiasFilter,bias-filter,filter,0,max,null,null,real-hsi-robustness,run,0.5,0.4997528555431131,2.0,0.017742648720741272,1.3416811401009432,-27.179102940859043,5.240187560009647,0.017809439450502396,1.338696269329388,-27.14623816386935,5.267832187105261,219.72689510002965,multirun\real-hsi-robustness\run\2026-03-30_01-56-57\2\state.mat,real-hsi-robustness,bias-filter,max,300,run,cuprite_hsi,"[250,190]",null,"[35,26,54]",random-missing-completion,1,2,0.5,ntdpl,4,tucker,True,True,ridge_lstsq,,,,,,,cuprite_hsi,ntdpl,random-missing-completion,"(35, 26, 54)",4.0
