unit_id,dataset,lr_scale,n_iter,tucker_rmse,frozen_link_rmse,ntdpl_rmse,gain_vs_tucker_pct,frozen_gain_pct,beta
brdf_neoprene-rubber,BRDF,0.03,180,0.0024686125107109547,0.00246441806666553,0.0024625167716294527,0.24692976540681963,0.1699109936138366,"[8.578700362704694e-05, 0.9956939220428467, 0.11846407502889633, -0.27217215299606323, 0.17488065361976624]"
brdf_neoprene-rubber,BRDF,0.03,360,0.0024686125107109547,0.00246441806666553,0.0024626851081848145,0.24011068972639757,0.1699109936138366,"[0.00012577314919326454, 1.0031859874725342, 0.14993159472942352, -0.3469904959201813, 0.22218802571296692]"
brdf_neoprene-rubber,BRDF,0.03,720,0.0024686125107109547,0.00246441806666553,0.002465370576828718,0.131326154597783,0.1699109936138366,"[0.00019245898874942213, 1.0238875150680542, 0.1791861355304718, -0.4282529652118683, 0.2804011106491089]"
brdf_neoprene-rubber,BRDF,0.1,180,0.0024686125107109547,0.00246441806666553,0.0024699310306459665,-0.053411377010000365,0.1699109936138366,"[0.00016095688624773175, 1.0043377876281738, 0.13227805495262146, -0.32878056168556213, 0.21935246884822845]"
brdf_neoprene-rubber,BRDF,0.1,360,0.0024686125107109547,0.00246441806666553,0.0024816717486828566,-0.5290112528896187,0.1699109936138366,"[0.00025803071912378073, 1.0288341045379639, 0.1352352797985077, -0.37191933393478394, 0.26320120692253113]"
brdf_neoprene-rubber,BRDF,0.1,720,0.0024686125107109547,0.00246441806666553,0.002502991585060954,-1.392647659397073,0.1699109936138366,"[0.0004262902366463095, 1.0890401601791382, 0.10821516066789627, -0.39430493116378784, 0.31875675916671753]"
brdf_neoprene-rubber,BRDF,0.3,180,0.0024686125107109547,0.00246441806666553,0.0025126738473773003,-1.7848624065206586,0.1699109936138366,"[0.00035264960024505854, 1.0237016677856445, 0.07914999127388, -0.27553969621658325, 0.21565772593021393]"
brdf_neoprene-rubber,BRDF,0.3,360,0.0024686125107109547,0.00246441806666553,0.002552621066570282,-3.403067735208595,0.1699109936138366,"[0.000601994979660958, 1.0746963024139404, 0.013096954673528671, -0.2281409502029419, 0.22475293278694153]"
brdf_neoprene-rubber,BRDF,0.3,720,0.0024686125107109547,0.00246441806666553,0.002587473951280117,-4.814908781894269,0.1699109936138366,"[0.0010116182966157794, 1.1900562047958374, -0.11960847675800323, -0.15961241722106934, 0.27242305874824524]"
brdf_neoprene-rubber,BRDF,1.0,180,0.0024686125107109547,0.00246441806666553,0.002628164831548929,-6.463238768567362,0.1699109936138366,"[0.000941804435569793, 1.0520439147949219, -0.03903144598007202, -0.12277112901210785, 0.15845288336277008]"
brdf_neoprene-rubber,BRDF,1.0,360,0.0024686125107109547,0.00246441806666553,0.002668658271431923,-8.103570724566875,0.1699109936138366,"[0.001491110771894455, 1.120753526687622, -0.1592005044221878, -0.046387191861867905, 0.17419323325157166]"
brdf_neoprene-rubber,BRDF,1.0,720,0.0024686125107109547,0.00246441806666553,0.002691710600629449,-9.037387963907,0.1699109936138366,"[0.0020256161224097013, 1.2579363584518433, -0.3902134299278259, 0.09666525572538376, 0.22883859276771545]"
harvard_imgg8,Harvard HS,0.03,180,0.002318482380360365,0.0023184793535619974,0.0023200036957859993,-0.06561686379509703,0.0001305508462406277,"[5.713816426577978e-05, 1.0214452743530273, -0.04256509989500046, 0.06767427921295166, -0.03814596310257912]"
harvard_imgg8,Harvard HS,0.03,360,0.002318482380360365,0.0023184793535619974,0.0023227306082844734,-0.18323313388511486,0.0001305508462406277,"[0.00010449391993461177, 1.044581413269043, -0.09123826771974564, 0.14890465140342712, -0.08633706718683243]"
harvard_imgg8,Harvard HS,0.03,720,0.002318482380360365,0.0023184793535619974,0.0023300868924707174,-0.5005219021137789,0.0001305508462406277,"[0.00019301734573673457, 1.0920259952545166, -0.19223323464393616, 0.323989599943161, -0.19397763907909393]"
harvard_imgg8,Harvard HS,0.1,180,0.002318482380360365,0.0023184793535619974,0.002330926014110446,-0.536714613640796,0.0001305508462406277,"[0.00016970634169410914, 1.0417100191116333, -0.0663217082619667, 0.10223870724439621, -0.05664407089352608]"
harvard_imgg8,Harvard HS,0.1,360,0.002318482380360365,0.0023184793535619974,0.002347566420212388,-1.254442996780616,0.0001305508462406277,"[0.00032859673956409097, 1.0959627628326416, -0.17888738214969635, 0.29821571707725525, -0.1758527010679245]"
harvard_imgg8,Harvard HS,0.1,720,0.002318482380360365,0.0023184793535619974,0.0023830775171518326,-2.7860956519940236,0.0001305508462406277,"[0.0006368036265484989, 1.2170084714889526, -0.45547616481781006, 0.8145999908447266, -0.5122594833374023]"
harvard_imgg8,Harvard HS,0.3,180,0.002318482380360365,0.0023184793535619974,0.0023897585924714804,-3.0742615391382397,0.0001305508462406277,"[0.0004404395876917988, 1.0650140047073364, -0.056611064821481705, 0.05968340486288071, -0.012003378942608833]"
harvard_imgg8,Harvard HS,0.3,360,0.002318482380360365,0.0023184793535619974,0.0024567912332713604,-5.965490791847119,0.0001305508462406277,"[0.0008432904141955078, 1.1667232513427734, -0.24585402011871338, 0.38164231181144714, -0.19404029846191406]"
harvard_imgg8,Harvard HS,0.3,720,0.002318482380360365,0.0023184793535619974,0.0025467025116086006,-9.843513721797754,0.0001305508462406277,"[0.0015674890018999577, 1.4175465106964111, -0.8461875915527344, 1.5906785726547241, -1.0191360712051392]"
harvard_imgg8,Harvard HS,1.0,180,0.002318482380360365,0.0023184793535619974,0.002655416028574109,-14.532508466222378,0.0001305508462406277,"[0.001146873808465898, 1.0755966901779175, 0.09280052036046982, -0.34281405806541443, 0.32509854435920715]"
harvard_imgg8,Harvard HS,1.0,360,0.002318482380360365,0.0023184793535619974,0.00280834105797112,-21.128419252192703,0.0001305508462406277,"[0.001956590684130788, 1.2128405570983887, -0.018858756870031357, -0.2918746769428253, 0.4298302233219147]"
harvard_imgg8,Harvard HS,1.0,720,0.002318482380360365,0.0023184793535619974,0.0028772149235010147,-24.099063588907033,0.0001305508462406277,"[0.002915656892582774, 1.543884515762329, -0.41096022725105286, 0.31109222769737244, 0.32431963086128235]"
brdf_steel,BRDF,0.03,180,0.0064389524050056934,0.005753897596150637,0.00568043626844883,11.780117150224426,10.639227715404289,"[0.00012385730224195868, 0.9879705905914307, 0.6263641119003296, -2.4624881744384766, 2.192063331604004]"
brdf_steel,BRDF,0.03,360,0.0064389524050056934,0.005753897596150637,0.005603744648396969,12.971174564971584,10.639227715404289,"[0.00015306996647268534, 0.9979840517044067, 0.6416910886764526, -2.6139979362487793, 2.381984233856201]"
brdf_steel,BRDF,0.03,720,0.0064389524050056934,0.005753897596150637,0.005479561164975166,14.899803255024663,10.639227715404289,"[0.00022911651467438787, 1.0166114568710327, 0.6884891390800476, -2.964158535003662, 2.808863401412964]"
brdf_steel,BRDF,0.1,180,0.0064389524050056934,0.005753897596150637,0.005535048898309469,14.03805230791149,10.639227715404289,"[0.00018567618099041283, 0.9965972304344177, 0.6310367584228516, -2.64762020111084, 2.4400203227996826]"
brdf_steel,BRDF,0.1,360,0.0064389524050056934,0.005753897596150637,0.005366438068449497,16.65665886460684,10.639227715404289,"[0.0002878120867535472, 1.0102530717849731, 0.7004885077476501, -3.1180672645568848, 2.9944097995758057]"
brdf_steel,BRDF,0.1,720,0.0064389524050056934,0.005753897596150637,0.005179724656045437,19.556407156874197,10.639227715404289,"[0.0003285561688244343, 1.0402157306671143, 0.7657886147499084, -3.7867190837860107, 3.9069066047668457]"
brdf_steel,BRDF,0.3,180,0.0064389524050056934,0.005753897596150637,0.005286342464387417,17.900581773554162,10.639227715404289,"[0.0003200545033905655, 1.004624843597412, 0.6710164546966553, -3.1281867027282715, 3.042820453643799]"
brdf_steel,BRDF,0.3,360,0.0064389524050056934,0.005753897596150637,0.005065223667770624,21.334662082097726,10.639227715404289,"[0.0003129662945866585, 1.0303139686584473, 0.6525008082389832, -3.5602567195892334, 3.7612853050231934]"
brdf_steel,BRDF,0.3,720,0.0064389524050056934,0.005753897596150637,0.004794697277247906,25.53606587431102,10.639227715404289,"[0.00023980373225640506, 1.1000750064849854, 0.4395974278450012, -3.8820888996124268, 4.804468631744385]"
brdf_steel,BRDF,1.0,180,0.0064389524050056934,0.005753897596150637,0.004915999248623848,23.65218843981343,10.639227715404289,"[0.00027155561838299036, 1.0540671348571777, 0.395081102848053, -3.1470754146575928, 3.5917720794677734]"
brdf_steel,BRDF,1.0,360,0.0064389524050056934,0.005753897596150637,0.004639900755137205,27.94012964701977,10.639227715404289,"[0.00021673749142792076, 1.1372418403625488, 0.05059186369180679, -3.331472873687744, 4.585986614227295]"
brdf_steel,BRDF,1.0,720,0.0064389524050056934,0.005753897596150637,0.0045548188500106335,29.26149218823732,10.639227715404289,"[0.00012008674821117893, 1.3105111122131348, -0.6589784622192383, -2.938520908355713, 5.387948513031006]"
harvard_imgd0,Harvard HS,0.03,180,0.019423039630055428,0.01906454563140869,0.01890847459435463,2.64925081501947,1.8457152200420708,"[0.0005450976314023137, 1.0473852157592773, -0.4886421263217926, 1.155573844909668, -0.7216348052024841]"
harvard_imgd0,Harvard HS,0.03,360,0.019423039630055428,0.01906454563140869,0.018802810460329056,3.193265222847109,1.8457152200420708,"[0.0007357145077548921, 1.050978183746338, -0.5063507556915283, 1.2575372457504272, -0.8050357103347778]"
harvard_imgd0,Harvard HS,0.03,720,0.019423039630055428,0.01906454563140869,0.018666274845600128,3.896222212738902,1.8457152200420708,"[0.0005929815233685076, 1.060570240020752, -0.5442355275154114, 1.4508285522460938, -0.9610158801078796]"
harvard_imgd0,Harvard HS,0.1,180,0.019423039630055428,0.01906454563140869,0.01872740313410759,3.58150170723743,1.8457152200420708,"[0.0007148979930207133, 1.040291666984558, -0.5024489164352417, 1.3022277355194092, -0.8441511988639832]"
harvard_imgd0,Harvard HS,0.1,360,0.019423039630055428,0.01906454563140869,0.018558554351329803,4.4508238421545,1.8457152200420708,"[0.0002258206222904846, 1.0397586822509766, -0.529860258102417, 1.5159238576889038, -1.0201653242111206]"
harvard_imgd0,Harvard HS,0.1,720,0.019423039630055428,0.01906454563140869,0.01836298778653145,5.457703138718016,1.8457152200420708,"[-0.00032924755942076445, 1.0234544277191162, -0.4643389582633972, 1.7156118154525757, -1.255537509918213]"
harvard_imgd0,Harvard HS,0.3,180,0.019423039630055428,0.01906454563140869,0.018481820821762085,4.845888317279084,1.8457152200420708,"[0.0001773511612555012, 1.0194116830825806, -0.5144463777542114, 1.5112262964248657, -1.0153429508209229]"
harvard_imgd0,Harvard HS,0.3,360,0.019423039630055428,0.01906454563140869,0.018242835998535156,6.076307591392704,1.8457152200420708,"[-0.00023346481611952186, 0.973219096660614, -0.3815458416938782, 1.593766689300537, -1.1725151538848877]"
harvard_imgd0,Harvard HS,0.3,720,0.019423039630055428,0.01906454563140869,0.0179685577750206,7.488435809934439,1.8457152200420708,"[-0.0012685803230851889, 0.8855212330818176, -0.13602909445762634, 1.8270686864852905, -1.5564581155776978]"
harvard_imgd0,Harvard HS,1.0,180,0.019423039630055428,0.01906454563140869,0.018115047365427017,6.734230530037165,1.8457152200420708,"[0.0007592157926410437, 0.952728271484375, -0.3359699845314026, 1.4352855682373047, -1.049118161201477]"
harvard_imgd0,Harvard HS,1.0,360,0.019423039630055428,0.01906454563140869,0.017804736271500587,8.331874873233845,1.8457152200420708,"[0.00024690121063031256, 0.8543689250946045, -0.06423717737197876, 1.4383171796798706, -1.2130004167556763]"
harvard_imgd0,Harvard HS,1.0,720,0.019423039630055428,0.01906454563140869,0.017454225569963455,10.136487890625562,1.8457152200420708,"[-0.0007024256628938019, 0.6874638199806213, 0.28439489006996155, 1.7800064086914062, -1.7383040189743042]"
