target,feature,spearman_r,spearman_p,pearson_r,pearson_p
RMSE_gain_pct,pred_tail_capture_spatial,0.9404834676298974,7.210116213842456e-29,0.9129550671768332,3.009329826526261e-24
RMSE_gain_pct,pred_rank999_lift_spatial,0.7763102666157511,3.158261686114911e-13,0.4049136382422459,0.0013314440613341
RMSE_gain_pct,response_tail_spatial,0.6919144206724092,9.229580769152731e-10,0.4619171779193865,0.0002030573183579
RMSE_gain_pct,response_rank999_spatial,0.6801840335231442,2.265342085502534e-09,0.5136141965386314,2.705737962356418e-05
