domain,dataset,num_units,median_d_link,mean_d_link,spearman_dlink_gain,mean_gain,median_gain,low_tercile_gain,mid_tercile_gain,high_tercile_gain,num_effective,num_boundary
Natural images,CBSD68,1,0.019458356140492832,0.019458356140492832,,0.14433021062957224,0.14433021062957224,0.14433021062957224,,,0,1
Natural images,CIFAR-10,1,0.03158986407966299,0.03158986407966299,,0.3717128558737808,0.3717128558737808,0.3717128558737808,,,1,0
Object-view,COIL-100,1,0.39463215057241924,0.39463215057241924,,4.502621699888881,4.502621699888881,4.502621699888881,,,1,0
Object-view,smallNORB,1,0.22861547918280348,0.22861547918280348,,3.0685871105106766,3.0685871105106766,3.0685871105106766,,,1,0
