domain,dataset,unit_id,unit_label,shape,rank,seed,tucker_rmse,ntdpl_rmse,rmse_gain_pct,tucker_sam,ntdpl_sam,sam_gain_pct,d_link_db,diagnostic_label,tucker_params,ntdpl_params,runtime_tucker,runtime_ntdpl,status,notes
Natural images,CBSD68,cbsd68_014,71076,96x96x3,"(32,32,3)",0,0.035990696400403976,0.035938750952482224,0.14433021062957224,2.0740895877094094,2.050985448595706,1.113941232365911,0.019458356140492832,boundary,9225,9230,0.04095399985089898,0.04261239990592003,ok,link_refresh_rmse=0.035910159; p_max=4
Natural images,CIFAR-10,cifar10_test_00040,class4_test40,32x32x3,"(20,20,3)",0,0.007981236092746258,0.007951568812131882,0.3717128558737808,0.6442261576874011,0.638578025386741,0.8767312896662499,0.03158986407966299,effective,2489,2494,0.005948500009253621,0.011198699939996004,ok,link_refresh_rmse=0.0079522617; p_max=4
Object-view,COIL-100,coil_obj052,object 52,36x48x48x3,"(8,12,12,2)",0,0.05882994830608368,0.056181058287620544,4.502621699888881,6.047437609202206,4.455879614278853,26.31789028301056,0.39463215057241924,effective,3750,3755,0.0992040999699384,0.1810632001142949,ok,link_refresh_rmse=0.056216896; p_max=4
Object-view,smallNORB,smallnorb_c1_i6,"category 1, instance 6",18x64x64x2,"(12,24,24,2)",0,0.025621099397540092,0.02483489364385605,3.0685871105106766,0.44097568097889606,0.40714528538966543,7.671714574856489,0.22861547918280348,effective,17116,17121,0.09621320012956858,0.15949360001832247,ok,link_refresh_rmse=0.024955541; p_max=4
