domain,dataset,unit_id,unit_label,source_path,raw_shape,processed_shape,rank,seed,tucker_rmse,ntdpl_rmse,rmse_gain_pct,tucker_sam,ntdpl_sam,sam_gain_pct,d_link_db,diagnostic_label,tucker_params,ntdpl_params,runtime_tucker,runtime_ntdpl,status,notes
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g14_c01,ApplyEyeMakeup:v_ApplyEyeMakeup_g14_c01,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g14_c01.avi,186x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03756849467754364,0.03665395826101303,2.434317436405745,4.262260873894739,4.0147149588274695,5.807854619679082,0.0325332988253921,boundary,14985,14990,0.23080310015939176,6.35437719989568,ok,split=train; action=ApplyEyeMakeup; raw_frames=186; sampled_frames=24; link_refresh_rmse=0.037428044; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g14_c03,ApplyEyeMakeup:v_ApplyEyeMakeup_g14_c03,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g14_c03.avi,238x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.025767119601368904,0.025090590119361877,2.625553389254596,4.525176069193888,4.443379213813013,1.8075949781871463,0.023181572166968593,boundary,14985,14990,0.2675256999209523,6.323547499952838,ok,split=train; action=ApplyEyeMakeup; raw_frames=238; sampled_frames=24; link_refresh_rmse=0.025698442; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g14_c04,ApplyEyeMakeup:v_ApplyEyeMakeup_g14_c04,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g14_c04.avi,133x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03360498324036598,0.03286076337099075,2.2146116367684394,4.552610018748863,4.480347843669697,1.587269166073343,0.029437792590812764,boundary,14985,14990,0.25933530018664896,6.59874579985626,ok,split=train; action=ApplyEyeMakeup; raw_frames=133; sampled_frames=24; link_refresh_rmse=0.033491284; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g15_c02,ApplyEyeMakeup:v_ApplyEyeMakeup_g15_c02,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g15_c02.avi,194x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.04229293018579483,0.0418982096016407,0.9333015764575852,8.112955798804256,8.608298696726983,-6.105578659700504,0.02270354654290744,boundary,14985,14990,0.20927210012450814,6.718829500023276,ok,split=train; action=ApplyEyeMakeup; raw_frames=194; sampled_frames=24; link_refresh_rmse=0.042182527; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g15_c03,ApplyEyeMakeup:v_ApplyEyeMakeup_g15_c03,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g15_c03.avi,233x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.05392587557435036,0.05315881222486496,1.4224402317358908,8.29711857329036,8.723631390535786,-5.140493214336276,0.05234734583885861,moderate,14985,14990,0.22940930002368987,6.604950200067833,ok,split=train; action=ApplyEyeMakeup; raw_frames=233; sampled_frames=24; link_refresh_rmse=0.053601857; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g15_c04,ApplyEyeMakeup:v_ApplyEyeMakeup_g15_c04,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g15_c04.avi,188x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03986504301428795,0.03865059092640877,3.0464085726532684,7.355952184443556,8.17601769645601,-11.148325756477,0.07818642379338472,moderate,14985,14990,0.22059529996477067,6.770074599888176,ok,split=train; action=ApplyEyeMakeup; raw_frames=188; sampled_frames=24; link_refresh_rmse=0.039507806; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g15_c05,ApplyEyeMakeup:v_ApplyEyeMakeup_g15_c05,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g15_c05.avi,260x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.05154305696487427,0.050532016903162,1.9615446216185275,8.2836715093738,8.99608460831236,-8.600209437716039,0.06844031062404202,moderate,14985,14990,0.26410780008882284,6.699335400015116,ok,split=train; action=ApplyEyeMakeup; raw_frames=260; sampled_frames=24; link_refresh_rmse=0.05113852; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g15_c06,ApplyEyeMakeup:v_ApplyEyeMakeup_g15_c06,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g15_c06.avi,198x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.04871256649494171,0.047244343906641006,3.014053033837099,7.5191381325765825,7.921534343213481,-5.351626789425791,0.07817326150930348,moderate,14985,14990,0.23342539998702705,6.747452300041914,ok,split=train; action=ApplyEyeMakeup; raw_frames=198; sampled_frames=24; link_refresh_rmse=0.048276119; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g16_c01,ApplyEyeMakeup:v_ApplyEyeMakeup_g16_c01,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g16_c01.avi,126x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03981476277112961,0.038701508194208145,2.79608491785038,7.063313709370573,7.564986005152315,-7.102506223335327,0.04995048812364676,moderate,14985,14990,0.2804765999317169,6.635257799876854,ok,split=train; action=ApplyEyeMakeup; raw_frames=126; sampled_frames=24; link_refresh_rmse=0.039586455; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g16_c02,ApplyEyeMakeup:v_ApplyEyeMakeup_g16_c02,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g16_c02.avi,234x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.048414140939712524,0.04722853749990463,2.4488783995656536,7.464763295547848,7.862965179781574,-5.334420777564669,0.04876961984775029,moderate,14985,14990,0.2276502000167966,6.489848600002006,ok,split=train; action=ApplyEyeMakeup; raw_frames=234; sampled_frames=24; link_refresh_rmse=0.048143066; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g16_c05,ApplyEyeMakeup:v_ApplyEyeMakeup_g16_c05,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g16_c05.avi,202x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.04691094160079956,0.04558560252189636,2.8252237829321443,7.168711853045484,6.962262794813396,2.879862693105484,0.06419358108838079,moderate,14985,14990,0.20725629990920424,6.399096299894154,ok,split=train; action=ApplyEyeMakeup; raw_frames=202; sampled_frames=24; link_refresh_rmse=0.046565522; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g17_c01,ApplyEyeMakeup:v_ApplyEyeMakeup_g17_c01,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g17_c01.avi,117x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03531019389629364,0.03479570150375366,1.4570647616692416,9.442869619710486,10.204948958225014,-8.070421060604387,0.021513836626691086,boundary,14985,14990,0.28598170005716383,6.556338299997151,ok,split=train; action=ApplyEyeMakeup; raw_frames=117; sampled_frames=24; link_refresh_rmse=0.035222843; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g17_c02,ApplyEyeMakeup:v_ApplyEyeMakeup_g17_c02,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g17_c02.avi,174x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.027978084981441498,0.027764586731791496,0.7630910042328479,9.309466010462412,9.729768171906688,-4.514782705817079,0.01361491294535033,boundary,14985,14990,0.26327210012823343,6.541976000182331,ok,split=train; action=ApplyEyeMakeup; raw_frames=174; sampled_frames=24; link_refresh_rmse=0.027934264; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g17_c04,ApplyEyeMakeup:v_ApplyEyeMakeup_g17_c04,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g17_c04.avi,106x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03723844140768051,0.036837685853242874,1.0761877760946799,10.008518953685998,10.802806226862588,-7.93611199471291,0.019339483177823878,boundary,14985,14990,0.22831070004031062,6.380946299992502,ok,split=train; action=ApplyEyeMakeup; raw_frames=106; sampled_frames=24; link_refresh_rmse=0.037155621; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g18_c01,ApplyEyeMakeup:v_ApplyEyeMakeup_g18_c01,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g18_c01.avi,160x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.043242547661066055,0.04125984013080597,4.585084916366388,13.707424441215439,13.528482509826805,1.305438028537234,0.17143440319028677,effective,14985,14990,0.27357479999773204,6.456895499955863,ok,split=train; action=ApplyEyeMakeup; raw_frames=160; sampled_frames=24; link_refresh_rmse=0.042397432; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g18_c03,ApplyEyeMakeup:v_ApplyEyeMakeup_g18_c03,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g18_c03.avi,158x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.051448967307806015,0.04863505810499191,5.469321057464969,12.270332955387607,13.365806273209103,-8.927820637014577,0.1574109032978169,effective,14985,14990,0.26752570015378296,6.439950299914926,ok,split=train; action=ApplyEyeMakeup; raw_frames=158; sampled_frames=24; link_refresh_rmse=0.050524976; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g18_c04,ApplyEyeMakeup:v_ApplyEyeMakeup_g18_c04,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g18_c04.avi,225x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.04189743846654892,0.03961416706442833,5.449668251063995,12.526644470970282,12.849493591699424,-2.577299303714771,0.1666281957819703,effective,14985,14990,0.21593029983341694,6.512826999882236,ok,split=train; action=ApplyEyeMakeup; raw_frames=225; sampled_frames=24; link_refresh_rmse=0.041101348; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g18_c05,ApplyEyeMakeup:v_ApplyEyeMakeup_g18_c05,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g18_c05.avi,188x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03904137760400772,0.037152186036109924,4.838946993775817,11.752757992299715,11.745685751572555,0.060175158305766266,0.1302494646095993,effective,14985,14990,0.22935279994271696,6.785690000047907,ok,split=train; action=ApplyEyeMakeup; raw_frames=188; sampled_frames=24; link_refresh_rmse=0.038460299; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g19_c01,ApplyEyeMakeup:v_ApplyEyeMakeup_g19_c01,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g19_c01.avi,181x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.057023558765649796,0.05585990473628044,2.040654870650275,6.947185859509552,6.653608412069903,4.225847031827855,0.03428193914571002,boundary,14985,14990,0.2106085999403149,6.508156900061294,ok,split=train; action=ApplyEyeMakeup; raw_frames=181; sampled_frames=24; link_refresh_rmse=0.056798939; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g19_c02,ApplyEyeMakeup:v_ApplyEyeMakeup_g19_c02,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g19_c02.avi,244x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.05034288763999939,0.04856522008776665,3.531119559419782,9.343323996945555,7.94073670732697,15.011652063838397,0.11454484259084363,effective,14985,14990,0.26710309996269643,6.498434900073335,ok,split=train; action=ApplyEyeMakeup; raw_frames=244; sampled_frames=24; link_refresh_rmse=0.049683351; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g19_c03,ApplyEyeMakeup:v_ApplyEyeMakeup_g19_c03,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g19_c03.avi,127x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.051630131900310516,0.050026603043079376,3.105800427407965,7.003959650774242,7.573496676808503,-8.13164344787884,0.06882409199656635,moderate,14985,14990,0.26426709978841245,6.7048512999899685,ok,split=train; action=ApplyEyeMakeup; raw_frames=127; sampled_frames=24; link_refresh_rmse=0.051222648; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g19_c04,ApplyEyeMakeup:v_ApplyEyeMakeup_g19_c04,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g19_c04.avi,132x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.05100232735276222,0.04920493811368942,3.5241318041057106,7.128167682419006,7.308558652865169,-2.530677987431201,0.07777567846215401,moderate,14985,14990,0.2831989999394864,6.694269800093025,ok,split=train; action=ApplyEyeMakeup; raw_frames=132; sampled_frames=24; link_refresh_rmse=0.050547678; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g20_c01,ApplyEyeMakeup:v_ApplyEyeMakeup_g20_c01,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g20_c01.avi,183x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03837156668305397,0.038003936409950256,0.9580799140684305,4.271604442525598,4.772452215873095,-11.725050389997461,0.025209743155749892,boundary,14985,14990,0.3806986000854522,6.569892499828711,ok,split=train; action=ApplyEyeMakeup; raw_frames=183; sampled_frames=24; link_refresh_rmse=0.038260359; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g20_c03,ApplyEyeMakeup:v_ApplyEyeMakeup_g20_c03,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g20_c03.avi,131x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.0441996194422245,0.043878719210624695,0.7260248745337553,4.224351059203875,4.560729120332058,-7.962833969380787,0.01878485856433204,boundary,14985,14990,0.24124459992162883,6.619290600065142,ok,split=train; action=ApplyEyeMakeup; raw_frames=131; sampled_frames=24; link_refresh_rmse=0.044104133; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g20_c05,ApplyEyeMakeup:v_ApplyEyeMakeup_g20_c05,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g20_c05.avi,114x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03874436765909195,0.038388803601264954,0.9177180563522693,3.9514103188827687,4.224193500881433,-6.903438519029618,0.01979645114959662,boundary,14985,14990,0.2076078001409769,6.688613899983466,ok,split=train; action=ApplyEyeMakeup; raw_frames=114; sampled_frames=24; link_refresh_rmse=0.038656164; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g20_c06,ApplyEyeMakeup:v_ApplyEyeMakeup_g20_c06,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g20_c06.avi,182x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.035526253283023834,0.03531191125512123,0.6033341771084714,4.070418680135851,4.237637940707608,-4.10815873531163,0.010781502176668616,boundary,14985,14990,0.25347770005464554,6.717520900070667,ok,split=train; action=ApplyEyeMakeup; raw_frames=182; sampled_frames=24; link_refresh_rmse=0.035482183; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g21_c02,ApplyEyeMakeup:v_ApplyEyeMakeup_g21_c02,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g21_c02.avi,96x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.05546396225690842,0.05511004105210304,0.6381102077886454,7.677789274424968,7.742244944562432,-0.8395081947894667,0.014234855429971686,boundary,14985,14990,0.27229929994791746,7.361630100058392,ok,split=train; action=ApplyEyeMakeup; raw_frames=96; sampled_frames=24; link_refresh_rmse=0.05537314; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g21_c03,ApplyEyeMakeup:v_ApplyEyeMakeup_g21_c03,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g21_c03.avi,128x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.050003036856651306,0.04909775033593178,1.810463079102182,9.508255670084354,9.597460023404775,-0.9381778994551284,0.03871018019647493,boundary,14985,14990,0.24310949980281293,7.001723299967125,ok,split=train; action=ApplyEyeMakeup; raw_frames=128; sampled_frames=24; link_refresh_rmse=0.049780685; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g21_c04,ApplyEyeMakeup:v_ApplyEyeMakeup_g21_c04,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g21_c04.avi,228x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.0671253576874733,0.06655808538198471,0.8450939034540874,6.0003572597746615,6.112719249597165,-1.8725883302942459,0.018675213572116846,boundary,14985,14990,0.22205360000953078,7.419707600027323,ok,split=train; action=ApplyEyeMakeup; raw_frames=228; sampled_frames=24; link_refresh_rmse=0.066981189; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g21_c05,ApplyEyeMakeup:v_ApplyEyeMakeup_g21_c05,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g21_c05.avi,91x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.09826328605413437,0.095827616751194,2.4787175360678764,14.845563141458516,10.723422711908329,27.76681753512251,0.04854219136710281,moderate,14985,14990,0.2875401999335736,7.2791236999910325,ok,split=train; action=ApplyEyeMakeup; raw_frames=91; sampled_frames=24; link_refresh_rmse=0.097715661; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g22_c02,ApplyEyeMakeup:v_ApplyEyeMakeup_g22_c02,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g22_c02.avi,258x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03459426760673523,0.03416840732097626,1.231014024057733,4.200513464247547,4.719215439332658,-12.34853737525225,0.018121493309567936,boundary,14985,14990,0.24220069986768067,7.359809000045061,ok,split=train; action=ApplyEyeMakeup; raw_frames=258; sampled_frames=24; link_refresh_rmse=0.034522168; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g22_c03,ApplyEyeMakeup:v_ApplyEyeMakeup_g22_c03,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g22_c03.avi,148x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.026830991730093956,0.026442408561706543,1.448262413467086,3.9831924166812103,4.2493732342739055,-6.682600029010816,0.007945570421773997,boundary,14985,14990,0.2335037998855114,7.535348900128156,ok,split=train; action=ApplyEyeMakeup; raw_frames=148; sampled_frames=24; link_refresh_rmse=0.026806459; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g22_c04,ApplyEyeMakeup:v_ApplyEyeMakeup_g22_c04,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g22_c04.avi,209x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.0255429744720459,0.02529926411807537,0.9541189270546506,4.242223305049884,4.33694061281944,-2.232728005072378,0.007973637461735341,boundary,14985,14990,0.4418635000474751,8.098750399891287,ok,split=train; action=ApplyEyeMakeup; raw_frames=209; sampled_frames=24; link_refresh_rmse=0.025519537; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g22_c05,ApplyEyeMakeup:v_ApplyEyeMakeup_g22_c05,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g22_c05.avi,244x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.030623240396380424,0.030145306140184402,1.5606913246597915,4.209226534263057,4.331772412512986,-2.911363340804,0.015180136430491653,boundary,14985,14990,0.40744940005242825,7.907103199977428,ok,split=train; action=ApplyEyeMakeup; raw_frames=244; sampled_frames=24; link_refresh_rmse=0.030569768; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g23_c01,ApplyEyeMakeup:v_ApplyEyeMakeup_g23_c01,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g23_c01.avi,136x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.06569326668977737,0.06255907565355301,4.770947152049726,8.139714665128624,8.131658110325816,0.09897834425723903,0.10890077630878535,effective,14985,14990,0.39367629983462393,7.974455999908969,ok,split=train; action=ApplyEyeMakeup; raw_frames=136; sampled_frames=24; link_refresh_rmse=0.064874768; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g23_c02,ApplyEyeMakeup:v_ApplyEyeMakeup_g23_c02,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g23_c02.avi,132x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.05280762538313866,0.050116248428821564,5.096568790567968,8.169982732679264,7.784133852016776,4.722762498862133,0.09274603017496466,effective,14985,14990,0.4062030999921262,7.872687499970198,ok,split=train; action=ApplyEyeMakeup; raw_frames=132; sampled_frames=24; link_refresh_rmse=0.052246757; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g23_c04,ApplyEyeMakeup:v_ApplyEyeMakeup_g23_c04,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g23_c04.avi,201x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.05636303871870041,0.053839776664972305,4.476802725845445,7.776436653522664,7.798543813699014,-0.2842839357064156,0.0750329386461966,moderate,14985,14990,0.4091962999664247,7.889316499931738,ok,split=train; action=ApplyEyeMakeup; raw_frames=201; sampled_frames=24; link_refresh_rmse=0.055878244; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g23_c05,ApplyEyeMakeup:v_ApplyEyeMakeup_g23_c05,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g23_c05.avi,205x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.06213860958814621,0.059281814843416214,4.597455211284561,7.716141077255655,7.817080730366716,-1.3081623586250195,0.08672749963006635,moderate,14985,14990,0.30444699991494417,7.935205300105736,ok,split=train; action=ApplyEyeMakeup; raw_frames=205; sampled_frames=24; link_refresh_rmse=0.061521251; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g23_c06,ApplyEyeMakeup:v_ApplyEyeMakeup_g23_c06,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g23_c06.avi,141x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.05645676329731941,0.05365555360913277,4.9616901936701145,7.948397444838297,7.962227943617493,-0.17400361362374658,0.08472433676613003,moderate,14985,14990,0.3205791001673788,7.8467270999681205,ok,split=train; action=ApplyEyeMakeup; raw_frames=141; sampled_frames=24; link_refresh_rmse=0.055908747; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g24_c01,ApplyEyeMakeup:v_ApplyEyeMakeup_g24_c01,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g24_c01.avi,259x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.034903381019830704,0.03490635007619858,-0.00850650074898832,4.132943682095424,4.092926456036839,0.9682499723368113,0.00020024684739895665,boundary,14985,14990,0.29592270008288324,7.819172900170088,ok,split=train; action=ApplyEyeMakeup; raw_frames=259; sampled_frames=24; link_refresh_rmse=0.034902576; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g24_c02,ApplyEyeMakeup:v_ApplyEyeMakeup_g24_c02,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g24_c02.avi,106x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.02906329743564129,0.029079340398311615,-0.05520007736855149,2.819656315117581,2.8597090868516206,-1.420484174588821,0.0008706789837852214,boundary,14985,14990,0.30910559999756515,7.7185160999652,ok,split=train; action=ApplyEyeMakeup; raw_frames=106; sampled_frames=24; link_refresh_rmse=0.029060384; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g24_c04,ApplyEyeMakeup:v_ApplyEyeMakeup_g24_c04,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g24_c04.avi,209x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.02907479740679264,0.029158243909478188,-0.2870063083089672,3.172008102526556,3.2791325770195785,-3.377181615888561,6.900032647963777e-05,boundary,14985,14990,0.42080039996653795,7.947327699977905,ok,split=train; action=ApplyEyeMakeup; raw_frames=209; sampled_frames=24; link_refresh_rmse=0.029074566; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g24_c05,ApplyEyeMakeup:v_ApplyEyeMakeup_g24_c05,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g24_c05.avi,200x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.03184990584850311,0.03186545893549919,-0.04883244261398486,2.914044863430481,3.1304247328834953,-7.425413114549203,0.0008066905047404019,boundary,14985,14990,0.36249460000544786,7.805810899939388,ok,split=train; action=ApplyEyeMakeup; raw_frames=200; sampled_frames=24; link_refresh_rmse=0.031846948; p_max=4
Action video,UCF101,ucf101_v_ApplyEyeMakeup_g24_c07,ApplyEyeMakeup:v_ApplyEyeMakeup_g24_c07,C:\Users\mrkys\workspace\NTD-PL\data\UCF101\train\ApplyEyeMakeup\v_ApplyEyeMakeup_g24_c07.avi,195x240x320x3,24x72x96x3,"(12,18,18,3)",0,0.031190700829029083,0.03120882250368595,-0.05809960717523281,3.1187251778783107,3.1013613788788543,0.5567595093861107,0.00017687974382671237,boundary,14985,14990,0.22377540008164942,7.8301989999599755,ok,split=train; action=ApplyEyeMakeup; raw_frames=195; sampled_frames=24; link_refresh_rmse=0.031190066; p_max=4
