missing_rate,method,RMSE_missing_mean,RMSE_missing_std,PSNR_missing_mean,PSNR_missing_std,SSIM_missing_mean,SSIM_missing_std,SAM_missing_mean,SAM_missing_std,fit_time_mean,n_runs,n_images,rmse_wins,psnr_wins,ssim_wins
0.5,tucker,0.09046872363736232,0.02348795377588852,21.134468058358244,2.1653161523167714,0.8860638939740889,0.06146151413978471,2.920954590442379,1.5278301376157413,0.18598069167152667,24,24,22,22,23
0.5,ntdpl,0.08794728868330519,0.0237063511073308,21.396329429990406,2.2207664905838573,0.8908736462188797,0.05976193897602222,2.242739460105462,0.936116439128319,0.7264803083138153,24,24,22,22,23
