missing_rate,method,RMSE_missing_mean,RMSE_missing_std,PSNR_missing_mean,PSNR_missing_std,SSIM_missing_mean,SSIM_missing_std,SAM_missing_mean,SAM_missing_std,fit_time_mean,n_runs,n_images,rmse_wins,psnr_wins,ssim_wins
0.5,tucker,0.09046872363736232,0.02348795377588852,21.134468058358244,2.1653161523167714,0.8860638939740889,0.06146151413978471,2.920954590442379,1.5278301376157413,0.17996848749559527,24,24,20,20,20
0.5,ntdpl,0.0947433536251386,0.042596616643248944,21.039729421646978,2.964668054351313,0.8759905755170343,0.09153268517767744,2.2403329794721265,0.9204056836300953,0.7501864250079961,24,24,20,20,20
