method,method_label,latent_update,scalar_map,RMSE_mean,RMSE_std,NMSE_dB_mean,NMSE_dB_std,SAM_mean,SAM_std,fit_time_sec_mean,fit_time_sec_std,n_scenes,RMSE_gain_pct,SAM_gain_pct
tucker,Tucker,Joint,Identity,0.026064966060221195,0.017785414724944562,-18.801226343501778,4.587767556939532,16.43286704554164,7.474123183241651,62.5137683933368,29.671137583653326,15,0.0,0.0
polycal,Tucker + PolyCal(P=4),Fixed Tucker,Polynomial,0.025572772261997063,0.01719691268488325,-18.93050575309265,4.546550364527296,15.40535929599619,6.522458955119836,0.5028044066624716,0.021735830153313526,15,1.8883346983339757,6.252760073442095
mlpcal,Tucker + MLPCal(H=32),Fixed Tucker,Scalar MLP,0.025462418049573898,0.017158945034038853,-18.972278559178697,4.5527401185807,15.11866858467514,6.40279314423358,9.24162714666066,0.5183105880252158,15,2.3117160761121034,7.997377799165322
ntdpl,NTD-PL,Joint,Polynomial,0.022338953490058582,0.015499661982580798,-20.12476395482542,4.673850792594031,14.408211128002893,6.5221478044749635,284.9874146466648,41.073440500528584,15,14.295098491799044,12.32077100074909
