domain,dataset,unit_id,unit_label,selection,diagnostic_label,d_link_db,tucker_rmse,ntdpl_rmse,rmse_gain_pct,rank,processed_shape,source_path
Action video,KTH-Action,kth_person22_handclapping_d3_s2,person22_handclapping_d3 seg2,bottom-2 by D_link,boundary,0.0051657021304253176,0.0334215983748436,0.033029407262802124,1.173466055222168,"(12,18,18,3)",24x72x96x3,C:\Users\mrkys\workspace\NTD-PL\data\KTH-Action\handclapping\person22_handclapping_d3_uncomp.avi
Action video,KTH-Action,kth_person16_walking_d3_s3,person16_walking_d3 seg3,bottom-2 by D_link,moderate,0.042142069392110196,0.05294185131788254,0.05104795843362808,3.57730762546028,"(12,18,18,3)",24x72x96x3,C:\Users\mrkys\workspace\NTD-PL\data\KTH-Action\walking\person16_walking_d3_uncomp.avi
Action video,KTH-Action,kth_person16_walking_d3_s3,person16_walking_d3 seg3,top-2 by D_link,moderate,0.042142069392110196,0.05294185131788254,0.05104795843362808,3.57730762546028,"(12,18,18,3)",24x72x96x3,C:\Users\mrkys\workspace\NTD-PL\data\KTH-Action\walking\person16_walking_d3_uncomp.avi
Action video,KTH-Action,kth_person13_running_d4_s1,person13_running_d4 seg1,top-2 by D_link,effective,0.05488102557001069,0.025890754535794258,0.02507520653307438,3.14995842084237,"(12,18,18,3)",24x72x96x3,C:\Users\mrkys\workspace\NTD-PL\data\KTH-Action\running\person13_running_d4_uncomp.avi
Action video,KTH-Action,kth_person16_walking_d3_s3,person16_walking_d3 seg3,median-near by D_link,moderate,0.042142069392110196,0.05294185131788254,0.05104795843362808,3.57730762546028,"(12,18,18,3)",24x72x96x3,C:\Users\mrkys\workspace\NTD-PL\data\KTH-Action\walking\person16_walking_d3_uncomp.avi
