setting,scene_id,scene_name,dictionary,RMSE_missing,SAM_missing,gain_rmse_vs_tucker,gain_sam_vs_tucker,fit_time_sec
cave,1,balloons,tucker,0.08058614283800125,22.366758114213887,0.0,0.0,0.07926349999615923
cave,1,balloons,power,0.07819747924804688,23.302892435922004,2.964112074151757,-4.185382239696201,0.07970840000780299
cave,1,balloons,chebyshev,0.07819747924804688,23.302892245766312,2.964112074151757,-4.1853813895251974,0.08139080001274124
cave,1,balloons,rbf,0.07819747924804688,23.302892435922004,2.964112074151757,-4.185382239696201,0.08982200000900775
cave,1,balloons,spline,0.07819729298353195,23.302910027783927,2.9643432113030874,-4.1854608915143725,0.08444089998374693
